g_id,node,chem
molecule_3546,24,H
molecule_3546,25,H
molecule_3546,26,H
molecule_3546,27,H
molecule_3546,28,H
molecule_3372,1,C
molecule_3372,2,C
molecule_3372,3,C
molecule_3372,4,Br
molecule_3372,5,C
molecule_3372,6,Br
molecule_3372,7,Cl
molecule_3372,8,H
molecule_3372,9,H
molecule_3372,10,H
molecule_3372,11,H
molecule_3372,12,H
molecule_3372,13,H
molecule_3372,14,H
molecule_4199,1,C
molecule_4199,2,C
molecule_4199,3,C
molecule_4199,4,C
molecule_4199,5,C
molecule_4199,6,C
molecule_4199,7,C
molecule_4199,8,C
molecule_4199,9,C
molecule_4199,10,C
molecule_4199,11,O
molecule_4199,12,C
molecule_4199,13,C
molecule_4199,14,C
molecule_4199,15,C
molecule_4199,16,C
molecule_4199,17,C
molecule_4199,18,C
molecule_4199,19,C
molecule_4199,20,Br
molecule_4199,21,Br
molecule_4199,22,C
molecule_4199,23,Br
molecule_4199,24,Br
molecule_4199,25,C
molecule_4199,26,O
molecule_4199,27,O
molecule_4199,28,O
molecule_4199,29,O
molecule_4199,30,Na
molecule_4199,31,Na
molecule_4199,32,H
molecule_4199,33,H
molecule_4199,34,H
molecule_4199,35,H
molecule_4199,36,H
molecule_4199,37,H
molecule_4199,38,H
molecule_4199,39,H
molecule_4045,1,N
molecule_4045,2,C
molecule_4045,3,C
molecule_4045,4,N
molecule_4045,5,N
molecule_4045,6,N
molecule_4045,7,C
molecule_4045,8,O
molecule_4045,9,N
molecule_4045,10,C
molecule_4045,11,O
molecule_4045,12,O
molecule_4045,13,C
molecule_4045,14,H
molecule_4045,15,H
molecule_4045,16,H
molecule_4045,17,H
molecule_4045,18,H
molecule_4045,19,H
molecule_4045,20,H
molecule_4045,21,H
molecule_4045,22,H
molecule_4045,23,H
molecule_4045,24,H
molecule_3157,1,C
molecule_3157,2,C
molecule_3157,3,C
molecule_3157,4,C
molecule_3157,5,C
molecule_3157,6,C
molecule_3157,7,C
molecule_3157,8,O
molecule_3157,9,H
molecule_3157,10,H
molecule_3157,11,H
molecule_3157,12,H
molecule_3157,13,H
molecule_3157,14,H
molecule_3157,15,H
molecule_3157,16,H
molecule_3157,17,H
molecule_3157,18,H
molecule_3157,19,H
molecule_3157,20,H
molecule_3157,21,H
molecule_3157,22,H
molecule_3157,23,H
molecule_3157,24,H
molecule_4075,1,C
molecule_4075,2,C
molecule_4075,3,C
molecule_4075,4,C
molecule_4075,5,C
molecule_4075,6,C
molecule_4075,7,C
molecule_4075,8,C
molecule_4075,9,C
molecule_4075,10,C
molecule_4075,11,C
molecule_4075,12,C
molecule_4075,13,C
molecule_4075,14,C
molecule_4075,15,O
molecule_4075,16,O
molecule_4075,17,C
molecule_4075,18,C
molecule_4075,19,O
molecule_4075,20,C
molecule_4075,21,O
molecule_4075,22,C
molecule_4075,23,O
molecule_4075,24,O
molecule_4075,25,C
molecule_4075,26,O
molecule_4075,27,C
molecule_4075,28,O
molecule_4075,29,C
molecule_4075,30,C
molecule_4075,31,O
molecule_4075,32,C
molecule_4075,33,C
molecule_4075,34,C
molecule_4075,35,O
molecule_4075,36,C
molecule_4075,37,C
molecule_4075,38,O
molecule_4075,39,O
molecule_4075,40,O
molecule_4075,41,C
molecule_4075,42,C
molecule_4075,43,H
molecule_4075,44,H
molecule_4075,45,H
molecule_4075,46,H
molecule_4075,47,H
molecule_4075,48,H
molecule_4075,49,H
molecule_4075,50,H
molecule_4075,51,H
molecule_4075,52,H
molecule_4075,53,H
molecule_4075,54,H
molecule_4075,55,H
molecule_4075,56,H
molecule_4075,57,H
molecule_4075,58,H
molecule_4075,59,H
molecule_4075,60,H
molecule_4075,61,H
molecule_4075,62,H
molecule_4075,63,H
molecule_4075,64,H
molecule_4075,65,H
molecule_4075,66,H
molecule_4075,67,H
molecule_4075,68,H
molecule_4075,69,H
molecule_4075,70,H
molecule_4075,71,H
molecule_4075,72,H
molecule_4075,73,H
molecule_4075,74,H
molecule_3202,1,C
molecule_3202,2,O
molecule_3202,3,C
molecule_3202,4,C
molecule_3202,5,C
molecule_3202,6,C
molecule_3202,7,O
molecule_3202,8,O
molecule_3202,9,N
molecule_3202,10,C
molecule_3202,11,O
molecule_3202,12,O
molecule_3202,13,H
molecule_3202,14,H
molecule_3202,15,H
molecule_3202,16,H
molecule_3202,17,H
molecule_3970,1,C
molecule_3970,2,C
molecule_3970,3,N
molecule_3970,4,C
molecule_3970,5,C
molecule_3970,6,S
molecule_3970,7,C
molecule_3970,8,C
molecule_3970,9,C
molecule_3970,10,N
molecule_3970,11,C
molecule_3970,12,C
molecule_3970,13,C
molecule_3970,14,C
molecule_3970,15,C
molecule_3970,16,O
molecule_3970,17,C
molecule_3970,18,C
molecule_3970,19,C
molecule_3970,20,C
molecule_3970,21,C
molecule_3970,22,O
molecule_3970,23,C
molecule_3970,24,O
molecule_3970,25,C
molecule_3970,26,C
molecule_3970,27,C
molecule_3970,28,O
molecule_3970,29,C
molecule_3970,30,O
molecule_3970,31,C
molecule_3970,32,C
molecule_3970,33,C
molecule_3970,34,C
molecule_3970,35,N
molecule_3970,36,C
molecule_3970,37,O
molecule_3970,38,O
molecule_3970,39,C
molecule_3970,40,C
molecule_3970,41,O
molecule_3970,42,C
molecule_3970,43,C
molecule_3970,44,O
molecule_3970,45,C
molecule_3970,46,C
molecule_3970,47,C
molecule_3970,48,C
molecule_3970,49,C
molecule_3970,50,C
molecule_3970,51,C
molecule_3970,52,O
molecule_3970,53,O
molecule_3970,54,C
molecule_3970,55,H
molecule_3970,56,H
molecule_3970,57,H
molecule_3970,58,H
molecule_3970,59,H
molecule_3970,60,H
molecule_3970,61,H
molecule_3970,62,H
molecule_3970,63,H
molecule_3970,64,H
molecule_3970,65,H
molecule_3970,66,H
molecule_3970,67,H
molecule_3970,68,H
molecule_3970,69,H
molecule_3970,70,H
molecule_3970,71,H
molecule_3970,72,H
molecule_3970,73,H
molecule_3970,74,H
molecule_3970,75,H
molecule_3970,76,H
molecule_3970,77,H
molecule_3970,78,H
molecule_3970,79,H
molecule_3970,80,H
molecule_3970,81,H
molecule_3970,82,H
molecule_3970,83,H
molecule_3970,84,H
molecule_3970,85,H
molecule_3970,86,H
molecule_3970,87,H
molecule_3970,88,H
molecule_3970,89,H
molecule_3970,90,H
molecule_3970,91,H
molecule_3970,92,H
molecule_3970,93,H
molecule_3970,94,H
molecule_3970,95,H
molecule_3970,96,H
molecule_3970,97,H
molecule_3405,1,S
molecule_3405,2,C
molecule_3405,3,O
molecule_3405,4,O
molecule_3405,5,O
molecule_3405,6,C
molecule_3405,7,C
molecule_3405,8,C
molecule_3405,9,C
molecule_3405,10,C
molecule_3405,11,C
molecule_3405,12,C
molecule_3405,13,Na
molecule_3405,14,H
molecule_3405,15,H
molecule_3405,16,H
molecule_3405,17,H
molecule_3405,18,H
molecule_3405,19,H
molecule_3405,20,H
molecule_3405,21,H
molecule_3405,22,H
molecule_3405,23,H
molecule_3428,1,N
molecule_3428,2,C
molecule_3428,3,C
molecule_3428,4,C
molecule_3428,5,C
molecule_3428,6,C
molecule_3428,7,C
molecule_3428,8,N
molecule_3428,9,O
molecule_3428,10,O
molecule_3428,11,C
molecule_3428,12,N
molecule_3428,13,C
molecule_3428,14,C
molecule_3428,15,C
molecule_3428,16,C
molecule_3428,17,N
molecule_3428,18,O
molecule_3428,19,O
molecule_3428,20,H
molecule_3428,21,H
molecule_3428,22,H
molecule_3428,23,H
molecule_3428,24,H
molecule_3428,25,H
molecule_3428,26,H
molecule_3428,27,H
molecule_3428,28,H
molecule_3428,29,H
molecule_3428,30,H
molecule_3428,31,H
molecule_3428,32,H
molecule_3428,33,H
molecule_3428,34,H
molecule_3428,35,H
molecule_3334,1,C
molecule_3334,2,C
molecule_3334,3,C
molecule_3334,4,C
molecule_3334,5,C
molecule_3334,6,C
molecule_3334,7,C
molecule_3334,8,C
molecule_3334,9,C
molecule_3334,10,C
molecule_3334,11,C
molecule_3334,12,C
molecule_3334,13,C
molecule_3334,14,C
molecule_3334,15,C
molecule_3334,16,C
molecule_3334,17,H
molecule_3334,18,H
molecule_3334,19,H
molecule_3334,20,H
molecule_3334,21,H
molecule_3334,22,H
molecule_3334,23,H
molecule_3334,24,H
molecule_3334,25,H
molecule_3334,26,H
molecule_2775,1,C
molecule_2775,2,C
molecule_2775,3,C
molecule_2775,4,C
molecule_2775,5,C
molecule_2775,6,C
molecule_2775,7,C
molecule_2775,8,C
molecule_2775,9,C
molecule_2775,10,N
molecule_2775,11,C
molecule_2775,12,C
molecule_2775,13,C
molecule_2775,14,C
molecule_2775,15,O
molecule_2775,16,O
molecule_2775,17,N
molecule_2775,18,C
molecule_2775,19,N
molecule_2775,20,O
molecule_2775,21,O
molecule_2775,22,O
molecule_2775,23,O
molecule_2775,24,H
molecule_2775,25,H
molecule_2775,26,H
molecule_2775,27,H
molecule_2775,28,H
molecule_2775,29,H
molecule_2775,30,H
molecule_3524,1,C
molecule_3524,2,C
molecule_3524,3,N
molecule_3524,4,C
molecule_3524,5,C
molecule_3524,6,N
molecule_3524,7,O
molecule_3524,8,O
molecule_3524,9,C
molecule_3524,10,N
molecule_3524,11,C
molecule_3524,12,O
molecule_3524,13,O
molecule_3524,14,H
molecule_3524,15,H
molecule_3524,16,H
molecule_3524,17,H
molecule_3524,18,H
molecule_4311,1,C
molecule_4311,2,C
molecule_4311,3,C
molecule_4311,4,C
molecule_4311,5,C
molecule_4311,6,C
molecule_4311,7,C
molecule_4311,8,N
molecule_4311,9,C
molecule_4311,10,O
molecule_4311,11,C
molecule_4311,12,C
molecule_4311,13,N
molecule_4311,14,N
molecule_4311,15,S
molecule_4311,16,S
molecule_4311,17,N
molecule_4311,18,N
molecule_4311,19,O
molecule_4311,20,O
molecule_4311,21,O
molecule_4311,22,O
molecule_4311,23,O
molecule_4311,24,O
molecule_4311,25,C
molecule_4311,26,C
molecule_4311,27,C
molecule_4311,28,C
molecule_4311,29,C
molecule_4311,30,C
molecule_4311,31,C
molecule_4311,32,C
molecule_4311,33,C
molecule_4311,34,C
molecule_4311,35,C
molecule_4311,36,C
molecule_4311,37,N
molecule_4311,38,N
molecule_4311,39,N
molecule_4311,40,N
molecule_4311,41,C
molecule_4311,42,C
molecule_4311,43,C
molecule_4311,44,C
molecule_4311,45,C
molecule_4311,46,C
molecule_4311,47,C
molecule_4311,48,N
molecule_4311,49,C
molecule_4311,50,C
molecule_4311,51,N
molecule_4311,52,C
molecule_4311,53,C
molecule_4311,54,C
molecule_4311,55,N
molecule_4311,56,N
molecule_4311,57,Na
molecule_4311,58,Na
molecule_4311,59,H
molecule_4311,60,H
molecule_4311,61,H
molecule_4311,62,H
molecule_4311,63,H
molecule_4311,64,H
molecule_4311,65,H
molecule_4311,66,H
molecule_4311,67,H
molecule_4311,68,H
molecule_4311,69,H
molecule_4311,70,H
molecule_4311,71,H
molecule_4311,72,H
molecule_4311,73,H
molecule_4311,74,H
molecule_4311,75,H
molecule_4311,76,H
molecule_4311,77,H
molecule_4311,78,H
molecule_4311,79,H
molecule_4311,80,H
molecule_4311,81,H
molecule_4311,82,H
molecule_4311,83,H
molecule_4311,84,H
molecule_4311,85,H
molecule_4311,86,H
molecule_4311,87,H
molecule_4252,1,F
molecule_4252,2,C
molecule_4252,3,C
molecule_4252,4,C
molecule_4252,5,C
molecule_4252,6,N
molecule_4252,7,C
molecule_4252,8,H
molecule_4252,9,H
molecule_4252,10,H
molecule_4252,11,H
molecule_4122,1,C
molecule_4122,2,C
molecule_4122,3,N
molecule_4122,4,C
molecule_4122,5,N
molecule_4122,6,C
molecule_4122,7,C
molecule_4122,8,C
molecule_4122,9,C
molecule_4122,10,S
molecule_4122,11,H
molecule_4122,12,H
molecule_4122,13,H
molecule_4122,14,H
molecule_4122,15,H
molecule_4122,16,H
molecule_3583,1,C
molecule_3583,2,N
molecule_3583,3,C
molecule_3583,4,C
molecule_3583,5,C
molecule_3583,6,C
molecule_3583,7,C
molecule_3583,8,C
molecule_3583,9,O
molecule_3583,10,C
molecule_3583,11,C
molecule_3583,12,C
molecule_3583,13,O
molecule_3583,14,H
molecule_3583,15,H
molecule_3583,16,H
molecule_3583,17,H
molecule_3583,18,H
molecule_3583,19,H
molecule_3583,20,H
molecule_3583,21,H
molecule_3583,22,H
molecule_3583,23,H
molecule_3583,24,H
molecule_4012,1,C
molecule_4012,2,C
molecule_4012,3,N
molecule_4012,4,C
molecule_4012,5,C
molecule_4012,6,C
molecule_4012,7,C
molecule_4012,8,Cl
molecule_4012,9,N
molecule_4012,10,N
molecule_4012,11,N
molecule_4012,12,C
molecule_4012,13,C
molecule_4012,14,C
molecule_4012,15,H
molecule_4012,16,H
molecule_4012,17,H
molecule_4012,18,H
molecule_4012,19,H
molecule_4012,20,H
molecule_4012,21,H
molecule_4012,22,H
molecule_4012,23,H
molecule_4012,24,H
molecule_4012,25,H
molecule_4012,26,H
molecule_4012,27,H
molecule_4012,28,H
molecule_4012,29,H
molecule_4012,30,H
molecule_3432,1,C
molecule_3432,2,C
molecule_3432,3,C
molecule_3432,4,Cl
molecule_3432,5,C
molecule_3432,6,Cl
molecule_3432,7,C
molecule_3432,8,Cl
molecule_3432,9,C
molecule_3432,10,Cl
molecule_3432,11,H
molecule_3432,12,H
molecule_2874,1,C
molecule_2874,2,C
molecule_2874,3,C
molecule_2874,4,C
molecule_2874,5,C
molecule_2874,6,C
molecule_2874,7,N
molecule_2874,8,C
molecule_2874,9,C
molecule_2874,10,C
molecule_2874,11,C
molecule_2874,12,C
molecule_2874,13,C
molecule_2874,14,C
molecule_2874,15,H
molecule_2874,16,H
molecule_2874,17,H
molecule_2874,18,H
molecule_2874,19,H
molecule_2874,20,H
molecule_2874,21,H
molecule_2874,22,H
molecule_2874,23,H
molecule_2874,24,H
molecule_2874,25,H
molecule_3861,1,C
molecule_3861,2,C
molecule_3861,3,C
molecule_3861,4,C
molecule_3861,5,C
molecule_3861,6,C
molecule_3861,7,C
molecule_3861,8,C
molecule_3861,9,C
molecule_3861,10,C
molecule_3861,11,C
molecule_3861,12,C
molecule_3861,13,N
molecule_3861,14,O
molecule_3861,15,O
molecule_3861,16,H
molecule_3861,17,H
molecule_3861,18,H
molecule_3861,19,H
molecule_3861,20,H
molecule_3861,21,H
molecule_3861,22,H
molecule_3861,23,H
molecule_3861,24,H
molecule_3462,1,C
molecule_3462,2,N
molecule_3462,3,C
molecule_3462,4,C
molecule_3462,5,C
molecule_3462,6,C
molecule_3462,7,C
molecule_3462,8,C
molecule_3462,9,C
molecule_3462,10,C
molecule_3462,11,C
molecule_3462,12,C
molecule_3462,13,N
molecule_3462,14,C
molecule_3462,15,O
molecule_3462,16,O
molecule_3462,17,Cl
molecule_3462,18,H
molecule_3462,19,H
molecule_3462,20,H
molecule_3462,21,H
molecule_3462,22,H
molecule_3462,23,H
molecule_3462,24,H
molecule_3462,25,H
molecule_3462,26,H
molecule_4237,1,C
molecule_4237,2,C
molecule_4237,3,C
molecule_4237,4,C
molecule_4237,5,N
molecule_4237,6,O
molecule_4237,7,C
molecule_4237,8,N
molecule_4237,9,C
molecule_4237,10,O
molecule_4237,11,O
molecule_4237,12,C
molecule_4237,13,H
molecule_4237,14,H
molecule_4237,15,H
molecule_4237,16,H
molecule_4237,17,H
molecule_4237,18,H
molecule_4237,19,H
molecule_4237,20,H
molecule_4237,21,H
molecule_4237,22,H
molecule_4237,23,H
molecule_4237,24,H
molecule_4237,25,H
molecule_4237,26,H
molecule_3907,1,C
molecule_3907,2,C
molecule_3907,3,C
molecule_3907,4,C
molecule_3907,5,C
molecule_3907,6,Cl
molecule_3907,7,C
molecule_3907,8,O
molecule_3907,9,O
molecule_3907,10,C
molecule_3907,11,H
molecule_3907,12,H
molecule_3907,13,H
molecule_3907,14,H
molecule_3907,15,H
molecule_4172,1,C
molecule_4172,2,N
molecule_4172,3,C
molecule_4172,4,C
molecule_4172,5,C
molecule_4172,6,C
molecule_4172,7,N
molecule_4172,8,C
molecule_4172,9,C
molecule_4172,10,C
molecule_4172,11,C
molecule_4172,12,C
molecule_4172,13,C
molecule_4172,14,C
molecule_4172,15,C
molecule_4172,16,C
molecule_4172,17,O
molecule_4172,18,S
molecule_4172,19,C
molecule_4172,20,O
molecule_4172,21,O
molecule_4172,22,O
molecule_4172,23,C
molecule_4172,24,H
molecule_4172,25,H
molecule_4172,26,H
molecule_4172,27,H
molecule_4172,28,H
molecule_4172,29,H
molecule_4172,30,H
molecule_4172,31,H
molecule_4172,32,H
molecule_4172,33,H
molecule_4172,34,H
molecule_4172,35,H
molecule_4172,36,H
molecule_4172,37,H
molecule_4172,38,H
molecule_4172,39,H
molecule_4172,40,H
molecule_4172,41,H
molecule_4172,42,H
molecule_2967,1,C
molecule_2967,2,C
molecule_2967,3,C
molecule_2967,4,C
molecule_2967,5,C
molecule_2967,6,N
molecule_2967,7,C
molecule_2967,8,C
molecule_2967,9,C
molecule_2967,10,C
molecule_2967,11,N
molecule_2967,12,C
molecule_2967,13,C
molecule_2967,14,C
molecule_2967,15,C
molecule_2967,16,C
molecule_2967,17,C
molecule_2967,18,C
molecule_2967,19,O
molecule_2967,20,C
molecule_2967,21,H
molecule_2967,22,H
molecule_2967,23,H
molecule_2967,24,H
molecule_2967,25,H
molecule_2967,26,H
molecule_2967,27,H
molecule_2967,28,H
molecule_2967,29,H
molecule_2967,30,H
molecule_2967,31,H
molecule_2967,32,H
molecule_2967,33,H
molecule_2967,34,H
molecule_4098,1,C
molecule_4098,2,N
molecule_4098,3,O
molecule_4098,4,C
molecule_4098,5,C
molecule_4098,6,C
molecule_4098,7,C
molecule_4098,8,C
molecule_4098,9,N
molecule_4098,10,O
molecule_4098,11,C
molecule_4098,12,C
molecule_4098,13,O
molecule_4098,14,C
molecule_4098,15,C
molecule_4098,16,O
molecule_4098,17,O
molecule_4098,18,H
molecule_4098,19,H
molecule_4098,20,H
molecule_4098,21,H
molecule_4098,22,H
molecule_4098,23,H
molecule_4098,24,H
molecule_4098,25,H
molecule_4098,26,H
molecule_4098,27,H
molecule_4098,28,H
molecule_4098,29,H
molecule_4098,30,H
molecule_4098,31,H
molecule_3468,1,C
molecule_3468,2,C
molecule_3468,3,C
molecule_3468,4,C
molecule_3468,5,C
molecule_3468,6,C
molecule_3468,7,C
molecule_3468,8,C
molecule_3468,9,C
molecule_3468,10,C
molecule_3468,11,C
molecule_3468,12,C
molecule_3468,13,C
molecule_3468,14,C
molecule_3468,15,C
molecule_3468,16,C
molecule_3468,17,H
molecule_3468,18,H
molecule_3468,19,H
molecule_3468,20,H
molecule_3468,21,H
molecule_3468,22,H
molecule_3468,23,H
molecule_3468,24,H
molecule_3468,25,H
molecule_3468,26,H
molecule_3468,27,H
molecule_3468,28,H
molecule_3468,29,H
molecule_3468,30,H
molecule_3465,1,C
molecule_3465,2,C
molecule_3465,3,C
molecule_3465,4,C
molecule_3465,5,O
molecule_3465,6,C
molecule_3465,7,C
molecule_3465,8,C
molecule_3465,9,C
molecule_3465,10,C
molecule_3465,11,C
molecule_3465,12,H
molecule_3465,13,H
molecule_3465,14,H
molecule_3465,15,H
molecule_3465,16,H
molecule_3465,17,H
molecule_3465,18,H
molecule_3465,19,H
molecule_3465,20,H
molecule_3465,21,H
molecule_3465,22,H
molecule_3465,23,H
molecule_3465,24,H
molecule_3465,25,H
molecule_3465,26,H
molecule_3465,27,H
molecule_3465,28,H
molecule_3465,29,H
molecule_3670,1,C
molecule_3670,2,C
molecule_3670,3,C
molecule_3670,4,N
molecule_3670,5,C
molecule_3670,6,C
molecule_3670,7,C
molecule_3670,8,C
molecule_3670,9,C
molecule_3670,10,C
molecule_3670,11,N
molecule_3670,12,C
molecule_3670,13,C
molecule_3670,14,C
molecule_3670,15,O
molecule_3670,16,C
molecule_3670,17,C
molecule_3670,18,C
molecule_3670,19,O
molecule_3670,20,C
molecule_3670,21,O
molecule_3670,22,C
molecule_3670,23,H
molecule_3670,24,H
molecule_3670,25,H
molecule_3670,26,H
molecule_3670,27,H
molecule_3670,28,H
molecule_3670,29,H
molecule_3670,30,H
molecule_3670,31,H
molecule_3670,32,H
molecule_3670,33,H
molecule_3670,34,H
molecule_3420,1,C
molecule_3420,2,C
molecule_3420,3,C
molecule_3420,4,C
molecule_3420,5,C
molecule_3420,6,C
molecule_3420,7,C
molecule_3420,8,C
molecule_3420,9,C
molecule_3420,10,C
molecule_3420,11,C
molecule_3420,12,C
molecule_3420,13,C
molecule_3420,14,N
molecule_3420,15,C
molecule_3420,16,C
molecule_3420,17,C
molecule_3420,18,C
molecule_3420,19,C
molecule_3420,20,C
molecule_3420,21,N
molecule_3420,22,H
molecule_3420,23,H
molecule_3420,24,H
molecule_3420,25,H
molecule_3420,26,H
molecule_3420,27,H
molecule_3420,28,H
molecule_3420,29,H
molecule_3420,30,H
molecule_3420,31,H
molecule_3420,32,H
molecule_3420,33,H
molecule_3420,34,H
molecule_3420,35,H
molecule_3420,36,H
molecule_3420,37,H
molecule_3420,38,H
molecule_3420,39,H
molecule_3420,40,H
molecule_3420,41,H
molecule_3420,42,H
molecule_3420,43,H
molecule_3420,44,H
molecule_3420,45,H
molecule_3420,46,H
molecule_3420,47,H
molecule_4071,1,C
molecule_4071,2,N
molecule_4071,3,O
molecule_4071,4,C
molecule_4071,5,C
molecule_4071,6,C
molecule_4071,7,C
molecule_4071,8,C
molecule_4071,9,O
molecule_4071,10,N
molecule_4071,11,O
molecule_4071,12,N
molecule_4071,13,C
molecule_4071,14,O
molecule_4071,15,C
molecule_4071,16,O
molecule_4071,17,N
molecule_4071,18,H
molecule_4071,19,H
molecule_4071,20,H
molecule_4071,21,H
molecule_4071,22,H
molecule_4071,23,H
molecule_4071,24,H
molecule_4071,25,H
molecule_4071,26,H
molecule_4071,27,H
molecule_4071,28,H
molecule_4071,29,H
molecule_3332,1,C
molecule_3332,2,C
molecule_3332,3,N
molecule_3332,4,C
molecule_3332,5,C
molecule_3332,6,C
molecule_3332,7,C
molecule_3332,8,C
molecule_3332,9,C
molecule_3332,10,C
molecule_3332,11,O
molecule_3332,12,H
molecule_3332,13,H
molecule_3332,14,H
molecule_3332,15,H
molecule_3332,16,H
molecule_3332,17,H
molecule_3332,18,H
molecule_4306,1,N
molecule_4306,2,C
molecule_4306,3,C
molecule_4306,4,C
molecule_4306,5,N
molecule_4306,6,N
molecule_4306,7,C
molecule_4306,8,C
molecule_4306,9,C
molecule_4306,10,C
molecule_4306,11,C
molecule_4306,12,C
molecule_4306,13,N
molecule_4306,14,C
molecule_4306,15,C
molecule_4306,16,C
molecule_4306,17,C
molecule_4306,18,C
molecule_4306,19,C
molecule_4306,20,O
molecule_4306,21,C
molecule_4306,22,Cl
molecule_4306,23,H
molecule_4306,24,H
molecule_4306,25,H
molecule_4306,26,H
molecule_4306,27,H
molecule_4306,28,H
molecule_4306,29,H
molecule_4306,30,H
molecule_4306,31,H
molecule_4306,32,H
molecule_4306,33,H
molecule_4306,34,H
molecule_4306,35,H
molecule_4306,36,H
molecule_4306,37,H
molecule_4306,38,H
molecule_4306,39,H
molecule_4306,40,H
molecule_4306,41,H
molecule_4306,42,H
molecule_4306,43,H
molecule_4306,44,H
molecule_4306,45,H
molecule_2855,1,C
molecule_2855,2,C
molecule_2855,3,C
molecule_2855,4,C
molecule_2855,5,S
molecule_2855,6,C
molecule_2855,7,C
molecule_2855,8,N
molecule_2855,9,N
molecule_2855,10,O
molecule_2855,11,C
molecule_2855,12,O
molecule_2855,13,O
molecule_2855,14,C
molecule_2855,15,H
molecule_2855,16,H
molecule_2855,17,H
molecule_2855,18,H
molecule_2855,19,H
molecule_2855,20,H
molecule_4154,1,C
molecule_4154,2,C
molecule_4154,3,C
molecule_4154,4,N
molecule_4154,5,C
molecule_4154,6,C
molecule_4154,7,O
molecule_4154,8,O
molecule_4154,9,C
molecule_4154,10,C
molecule_4154,11,Br
molecule_4154,12,H
molecule_4154,13,H
molecule_4154,14,H
molecule_4154,15,H
molecule_4154,16,H
molecule_4154,17,H
molecule_3123,1,N
molecule_3123,2,C
molecule_3123,3,C
molecule_3123,4,C
molecule_3123,5,O
molecule_3123,6,C
molecule_3123,7,C
molecule_3123,8,Cl
molecule_3123,9,C
molecule_3123,10,C
molecule_3123,11,C
molecule_3123,12,C
molecule_3123,13,C
molecule_3123,14,C
molecule_3123,15,C
molecule_3123,16,H
molecule_3123,17,H
molecule_3123,18,H
molecule_3123,19,H
molecule_3123,20,H
molecule_3123,21,H
molecule_3123,22,H
molecule_3123,23,H
molecule_3123,24,H
molecule_3123,25,H
molecule_3123,26,H
molecule_3123,27,H
molecule_3123,28,H
molecule_3123,29,H
molecule_3123,30,H
molecule_3123,31,H
molecule_3983,1,C
molecule_3983,2,C
molecule_3983,3,N
molecule_3983,4,C
molecule_3983,5,C
molecule_3983,6,C
molecule_3983,7,C
molecule_3983,8,C
molecule_3983,9,C
molecule_3983,10,C
molecule_3983,11,C
molecule_3983,12,C
molecule_3983,13,C
molecule_3983,14,C
molecule_3983,15,C
molecule_3983,16,C
molecule_3983,17,C
molecule_3983,18,C
molecule_3983,19,C
molecule_3983,20,N
molecule_3983,21,C
molecule_3983,22,C
molecule_3983,23,C
molecule_3983,24,N
molecule_3983,25,H
molecule_3983,26,H
molecule_3983,27,H
molecule_3983,28,H
molecule_3983,29,H
molecule_3983,30,H
molecule_3983,31,H
molecule_3983,32,H
molecule_3983,33,H
molecule_3983,34,H
molecule_3983,35,H
molecule_3983,36,H
molecule_3983,37,H
molecule_3983,38,H
molecule_3983,39,H
molecule_3983,40,H
molecule_3983,41,H
molecule_3983,42,H
molecule_3983,43,H
molecule_3983,44,H
molecule_4283,1,C
molecule_4283,2,C
molecule_4283,3,C
molecule_4283,4,C
molecule_4283,5,C
molecule_4283,6,C
molecule_4283,7,C
molecule_4283,8,N
molecule_4283,9,N
molecule_4283,10,C
molecule_4283,11,C
molecule_4283,12,C
molecule_4283,13,C
molecule_4283,14,C
molecule_4283,15,C
molecule_4283,16,O
molecule_4283,17,C
molecule_4283,18,N
molecule_4283,19,O
molecule_4283,20,C
molecule_4283,21,H
molecule_4283,22,H
molecule_4283,23,H
molecule_4283,24,H
molecule_4283,25,H
molecule_4283,26,H
molecule_4283,27,H
molecule_4283,28,H
molecule_4283,29,H
molecule_4283,30,H
molecule_4283,31,H
molecule_4283,32,H
molecule_4283,33,H
molecule_4283,34,H
molecule_4283,35,H
molecule_4283,36,H
molecule_4283,37,H
molecule_4283,38,H
molecule_4283,39,H
molecule_4283,40,H
molecule_4283,41,H
molecule_3502,1,C
molecule_3502,2,C
molecule_3502,3,C
molecule_3502,4,C
molecule_3502,5,C
molecule_3502,6,C
molecule_3502,7,C
molecule_3502,8,C
molecule_3502,9,C
molecule_3502,10,C
molecule_3502,11,C
molecule_3502,12,C
molecule_3502,13,C
molecule_3502,14,C
molecule_3502,15,Br
molecule_3502,16,C
molecule_3502,17,C
molecule_3502,18,C
molecule_3502,19,C
molecule_3502,20,C
molecule_3502,21,C
molecule_3502,22,H
molecule_3502,23,H
molecule_3502,24,H
molecule_3502,25,H
molecule_3502,26,H
molecule_3502,27,H
molecule_3502,28,H
molecule_3502,29,H
molecule_3502,30,H
molecule_3502,31,H
molecule_3502,32,H
molecule_3502,33,H
molecule_3502,34,H
molecule_3502,35,H
molecule_3502,36,H
molecule_4171,1,C
molecule_4171,2,O
molecule_4171,3,C
molecule_4171,4,C
molecule_4171,5,C
molecule_4171,6,N
molecule_4171,7,C
molecule_4171,8,N
molecule_4171,9,O
molecule_4171,10,C
molecule_4171,11,C
molecule_4171,12,C
molecule_4171,13,C
molecule_4171,14,Br
molecule_4171,15,H
molecule_4171,16,H
molecule_4171,17,H
molecule_4171,18,H
