g_id,src,dst,label
20425,_48,_49,a
20425,_50,_51,a
20425,_50,_52,a
20425,_50,_53,a
20425,_54,_56,a
20425,_55,_56,a
18029,_1,_2,i
18029,_2,_3,i
18029,_3,_4,i
18029,_4,_5,i
18029,_1,_6,i
18029,_5,_7,i
18029,_7,_8,i
18029,_8,_9,i
18029,_9,_10,i
18029,_2,_11,i
18029,_11,_12,i
18029,_5,_6,i
126,_1,_2,i
126,_1,_3,i
126,_2,_4,i
126,_2,_5,i
126,_2,_6,i
126,_3,_7,i
126,_7,_8,i
126,_8,_9,i
126,_8,_10,i
126,_9,_11,i
126,_11,_12,i
32304,_1,_2,i
32304,_2,_3,i
32304,_3,_4,i
32304,_1,_5,i
32304,_1,_6,i
32304,_3,_7,i
32304,_7,_8,i
32304,_4,_9,i
32304,_8,_10,i
32304,_4,_5,i
32304,_9,_10,i
251,_1,_2,i
251,_2,_3,i
251,_2,_4,i
251,_3,_5,i
251,_4,_6,i
251,_5,_6,i
21867,_1,_3,i
21867,_1,_4,i
21867,_4,_5,i
21867,_2,_6,i
21867,_2,_7,i
21867,_6,_8,i
21867,_3,_9,i
21867,_6,_10,i
21867,_10,_11,i
21867,_1,_12,i
21867,_2,_3,i
21867,_5,_6,i
21867,_8,_9,i
125,_1,_2,i
125,_1,_3,i
125,_2,_4,i
125,_3,_5,i
125,_3,_6,i
125,_3,_7,i
125,_4,_8,i
125,_8,_9,i
125,_9,_10,i
125,_10,_11,i
39056,_1,_2,i
39056,_2,_3,i
39056,_3,_4,i
39056,_1,_5,i
39056,_3,_6,i
39056,_6,_7,i
39056,_2,_8,i
39056,_4,_5,i
2637,_1,_2,i
2637,_1,_3,i
2637,_1,_4,i
2637,_4,_5,i
2637,_4,_6,i
2637,_5,_7,i
2637,_5,_8,i
2637,_6,_9,i
2637,_7,_10,i
2637,_7,_11,i
2637,_9,_12,i
2637,_8,_9,i
7840,_1,_2,i
7840,_2,_3,i
7840,_2,_4,i
7840,_2,_5,i
7840,_3,_6,i
7840,_4,_7,i
7840,_5,_8,i
7840,_6,_9,i
7840,_6,_10,i
7840,_7,_11,i
7840,_8,_9,i
7840,_7,_10,i
7840,_8,_11,i
2730,_1,_2,i
2730,_1,_3,i
2730,_2,_4,i
2730,_3,_5,i
2730,_3,_6,i
2730,_3,_7,i
2730,_4,_8,i
2730,_8,_9,i
2730,_8,_10,i
23722,_1,_2,i
23722,_2,_3,i
23722,_1,_4,i
23722,_1,_5,i
23722,_1,_6,i
23722,_3,_7,i
23722,_3,_8,i
23722,_2,_9,i
23722,_4,_10,i
23722,_3,_4,i
15738,_1,_2,i
15738,_2,_3,i
15738,_3,_4,i
15738,_4,_5,i
15738,_1,_6,i
15738,_1,_7,i
15738,_2,_8,i
15738,_6,_9,i
15738,_9,_10,i
15738,_9,_11,i
15738,_5,_12,i
15738,_5,_6,i
15738,_11,_12,i
4338,_1,_2,i
4338,_2,_3,i
4338,_2,_4,i
4338,_3,_5,i
4338,_3,_6,i
4338,_4,_7,i
4338,_5,_8,i
4338,_6,_9,i
4338,_8,_10,i
4338,_9,_11,i
4338,_5,_7,i
4338,_9,_10,i
33115,_1,_2,a
33115,_2,_3,a
33115,_3,_4,a
33115,_4,_5,a
33115,_1,_6,a
33115,_5,_7,a
33115,_4,_8,a
33115,_7,_9,a
33115,_9,_10,a
33115,_8,_11,a
33115,_9,_12,a
33115,_7,_13,a
33115,_12,_14,a
33115,_10,_15,a
33115,_11,_16,a
33115,_16,_17,a
33115,_17,_18,a
33115,_18,_19,a
33115,_19,_20,a
33115,_16,_21,a
33115,_11,_22,a
33115,_5,_6,a
33115,_10,_11,a
33115,_13,_14,a
33115,_20,_21,a
4936,_1,_2,i
4936,_2,_3,i
4936,_2,_4,i
4936,_3,_5,i
4936,_3,_6,i
4936,_4,_7,i
4936,_4,_8,i
4936,_6,_9,i
4936,_8,_9,i
20417,_1,_2,a
20417,_1,_6,a
20417,_2,_3,a
20417,_2,_47,a
20417,_3,_4,a
20417,_3,_7,a
20417,_4,_5,a
20417,_4,_10,a
20417,_5,_6,a
20417,_7,_8,a
20417,_7,_11,a
20417,_8,_9,a
20417,_8,_12,a
20417,_9,_10,a
20417,_10,_13,a
20417,_12,_17,a
20417,_13,_14,a
20417,_13,_15,a
20417,_13,_16,a
20417,_17,_23,a
20417,_18,_19,a
20417,_18,_23,a
20417,_19,_20,a
20417,_20,_21,a
20417,_20,_55,a
20417,_21,_22,a
20417,_22,_23,a
20417,_24,_25,a
20417,_24,_29,a
20417,_25,_26,a
20417,_25,_51,a
20417,_26,_27,a
20417,_26,_30,a
20417,_27,_28,a
20417,_27,_33,a
20417,_28,_29,a
20417,_30,_31,a
20417,_30,_34,a
20417,_31,_32,a
20417,_31,_35,a
20417,_32,_33,a
20417,_33,_36,a
20417,_35,_40,a
20417,_36,_37,a
20417,_36,_38,a
20417,_36,_39,a
20417,_40,_46,a
20417,_41,_42,a
20417,_41,_46,a
20417,_42,_43,a
20417,_43,_44,a
20417,_43,_55,a
20417,_44,_45,a
20417,_45,_46,a
20417,_47,_48,a
20417,_47,_49,a
20417,_47,_50,a
20417,_51,_52,a
20417,_51,_53,a
20417,_51,_54,a
20417,_55,_56,a
20417,_55,_57,a
1511,_1,_2,i
1511,_2,_3,i
1511,_2,_4,i
1511,_3,_5,i
1511,_3,_6,i
1511,_4,_7,i
1511,_6,_8,i
1511,_6,_9,i
1511,_8,_10,i
1511,_8,_11,i
1511,_9,_12,i
1511,_5,_7,i
1511,_11,_12,i
1203,_1,_2,i
1203,_1,_3,i
1203,_1,_4,i
1203,_4,_5,i
1203,_4,_6,i
1203,_5,_7,i
1203,_5,_8,i
1203,_6,_9,i
1203,_6,_10,i
1203,_8,_11,i
1203,_11,_12,i
1203,_10,_11,i
3951,_1,_2,i
3951,_1,_3,i
3951,_1,_4,i
3951,_4,_5,i
3951,_4,_6,i
3951,_5,_7,i
3951,_6,_8,i
3951,_7,_9,i
3951,_7,_8,i
7438,_1,_2,i
7438,_1,_3,i
7438,_1,_4,i
7438,_4,_5,i
7438,_4,_6,i
7438,_5,_7,i
7438,_6,_8,i
7438,_7,_9,i
7438,_9,_10,i
7438,_10,_11,i
7438,_8,_9,i
124,_1,_2,i
124,_1,_3,i
124,_2,_4,i
124,_3,_5,i
124,_3,_6,i
124,_3,_7,i
124,_4,_8,i
124,_8,_9,i
124,_9,_10,i
124,_10,_11,i
124,_11,_12,i
23570,_1,_2,i
23570,_2,_3,i
23570,_2,_4,i
23570,_1,_5,i
23570,_4,_6,i
1405,_1,_2,i
1405,_2,_3,i
1405,_2,_4,i
1405,_3,_5,i
1405,_3,_6,i
1405,_4,_7,i
1405,_6,_8,i
1405,_7,_9,i
1405,_7,_8,i
20449,_1,_2,i
20449,_1,_3,i
20449,_3,_4,i
20449,_4,_5,i
20449,_1,_6,i
20449,_6,_7,i
20449,_5,_8,i
20449,_5,_6,i
1159,_1,_2,i
1159,_2,_3,i
1159,_2,_4,i
1159,_3,_5,i
1159,_4,_6,i
1159,_5,_7,i
1159,_7,_8,i
1159,_7,_9,i
1159,_8,_10,i
1159,_9,_11,i
1159,_10,_12,i
1159,_5,_6,i
1159,_11,_12,i
1015,_1,_2,i
1015,_1,_3,i
1015,_2,_4,i
1015,_3,_5,i
1015,_4,_6,i
1015,_4,_7,i
1015,_5,_8,i
1015,_8,_9,i
22705,_1,_2,i
22705,_2,_3,i
22705,_3,_4,i
22705,_1,_5,i
22705,_5,_6,i
22705,_6,_7,i
22705,_1,_8,i
22705,_1,_9,i
22705,_1,_10,i
22705,_5,_11,i
22705,_4,_5,i
22705,_7,_8,i
29812,_1,_2,i
29812,_2,_3,i
29812,_3,_4,i
29812,_4,_5,i
29812,_5,_6,i
29812,_6,_7,i
29812,_7,_8,i
29812,_8,_9,i
29812,_1,_10,i
29812,_5,_11,i
29812,_9,_10,i
1894,_1,_2,i
1894,_1,_3,i
1894,_1,_4,i
1894,_2,_5,i
1894,_2,_6,i
1894,_3,_7,i
1894,_3,_8,i
1894,_4,_9,i
1894,_4,_10,i
1894,_5,_11,i
1894,_5,_12,i
1894,_6,_7,i
1894,_8,_9,i
1894,_9,_10,i
1894,_7,_11,i
1894,_11,_12,i
20090,_1,_2,a
20090,_2,_3,a
20090,_3,_4,a
20090,_1,_5,a
20090,_2,_6,a
20090,_6,_7,a
20090,_3,_8,a
20090,_8,_9,a
20090,_9,_10,a
20090,_5,_11,a
20090,_11,_12,a
20090,_12,_13,a
20090,_13,_14,a
20090,_14,_15,a
20090,_11,_16,a
20090,_12,_17,a
20090,_14,_18,a
20090,_15,_19,a
20090,_15,_20,a
20090,_16,_21,a
20090,_21,_22,a
20090,_4,_5,a
20090,_15,_16,a
36533,_1,_2,i
36533,_2,_3,i
36533,_3,_4,i
36533,_4,_5,i
36533,_1,_6,i
36533,_2,_7,i
36533,_5,_6,i
9276,_1,_2,i
9276,_1,_3,i
9276,_3,_4,i
9276,_3,_5,i
9276,_4,_6,i
9276,_4,_7,i
9276,_5,_8,i
9276,_6,_9,i
9276,_7,_10,i
9276,_6,_8,i
9276,_9,_10,i
19386,_1,_2,a
19386,_2,_3,a
19386,_3,_4,a
19386,_4,_5,a
19386,_1,_6,a
19386,_3,_7,a
19386,_5,_8,a
19386,_8,_9,a
19386,_9,_10,a
19386,_6,_11,a
19386,_6,_12,a
19386,_11,_13,a
19386,_13,_14,a
19386,_14,_15,a
19386,_10,_16,a
19386,_13,_17,a
19386,_15,_18,a
19386,_15,_19,a
19386,_19,_20,a
19386,_16,_21,a
19386,_19,_22,a
19386,_22,_23,a
19386,_22,_24,a
19386,_25,_26,a
19386,_26,_27,a
19386,_28,_29,a
19386,_29,_30,a
19386,_30,_31,a
19386,_31,_32,a
19386,_28,_33,a
19386,_29,_34,a
19386,_31,_35,a
19386,_32,_36,a
19386,_28,_37,a
19386,_37,_38,a
19386,_25,_39,a
19386,_39,_40,a
19386,_37,_41,a
19386,_24,_42,a
19386,_5,_6,a
19386,_10,_11,a
19386,_15,_16,a
19386,_20,_21,a
19386,_32,_33,a
19386,_38,_39,a
19386,_40,_41,a
19386,_40,_42,a
1593,_1,_2,i
1593,_1,_3,i
1593,_1,_4,i
1593,_2,_5,i
1593,_2,_6,i
1593,_4,_7,i
1593,_4,_8,i
1593,_7,_9,i
1593,_8,_10,i
1593,_9,_11,i
1593,_10,_11,i
6851,_1,_2,i
6851,_1,_3,i
6851,_1,_4,i
6851,_2,_5,i
6851,_2,_6,i
6851,_2,_7,i
6851,_3,_8,i
6851,_3,_9,i
6851,_3,_10,i
20200,_1,_2,i
20200,_2,_3,i
20200,_3,_4,i
20200,_4,_5,i
20200,_1,_6,i
20200,_6,_7,i
20200,_7,_8,i
20200,_7,_9,i
20200,_9,_10,i
20200,_10,_11,i
20200,_5,_12,i
20200,_5,_6,i
20200,_10,_12,i
25355,_1,_2,i
25355,_2,_3,i
25355,_1,_5,i
25355,_3,_6,i
25355,_1,_7,i
25355,_5,_8,i
25355,_5,_9,i
25355,_2,_10,i
25355,_3,_11,i
25355,_4,_5,i
25355,_4,_6,i
25355,_4,_10,i
11018,_1,_2,i
11018,_2,_3,i
11018,_2,_4,i
11018,_2,_5,i
11018,_5,_6,i
11018,_6,_7,i
11018,_6,_8,i
11018,_8,_9,i
11018,_9,_10,i
11018,_10,_11,i
11018,_10,_12,i
228,_1,_2,i
228,_1,_3,i
228,_3,_4,i
228,_3,_5,i
228,_4,_6,i
228,_5,_7,i
228,_6,_8,i
228,_6,_9,i
228,_7,_10,i
228,_7,_9,i
41793,_1,_2,a
41793,_1,_19,a
41793,_2,_3,a
41793,_2,_6,a
41793,_3,_4,a
41793,_3,_10,a
41793,_4,_5,a
41793,_4,_9,a
41793,_5,_7,a
41793,_5,_11,a
41793,_6,_8,a
41793,_6,_11,a
41793,_9,_18,a
41793,_10,_12,a
41793,_12,_13,a
41793,_12,_17,a
41793,_13,_14,a
41793,_14,_15,a
41793,_15,_16,a
41793,_16,_17,a
41793,_19,_20,a
41793,_20,_21,a
41793,_21,_22,a
41793,_22,_23,a
41793,_23,_24,a
41793,_23,_28,a
41793,_24,_25,a
41793,_25,_26,a
41793,_26,_27,a
41793,_27,_28,a
40,_1,_2,i
40,_1,_3,i
40,_1,_4,i
40,_2,_5,i
40,_3,_6,i
40,_5,_7,i
40,_6,_8,i
11385,_1,_2,i
11385,_2,_3,i
11385,_3,_4,i
11385,_3,_5,i
11385,_1,_6,i
11385,_6,_7,i
11385,_8,_9,i
11385,_9,_10,i
11385,_7,_11,i
11385,_7,_12,i
11385,_5,_6,i
11385,_10,_11,i
11385,_8,_12,i
41540,_1,_2,a
41540,_1,_6,a
41540,_1,_65,a
41540,_2,_3,a
41540,_3,_4,a
41540,_3,_7,a
41540,_4,_5,a
41540,_5,_9,a
41540,_5,_6,a
41540,_6,_8,a
41540,_7,_17,a
41540,_7,_18,a
41540,_8,_10,a
41540,_10,_11,a
41540,_11,_12,a
41540,_11,_16,a
41540,_12,_13,a
41540,_13,_14,a
41540,_14,_15,a
41540,_14,_62,a
41540,_15,_16,a
41540,_17,_33,a
41540,_18,_19,a
41540,_18,_23,a
41540,_19,_20,a
41540,_20,_21,a
41540,_20,_68,a
41540,_21,_22,a
41540,_21,_25,a
41540,_22,_24,a
41540,_22,_23,a
41540,_25,_26,a
41540,_26,_27,a
41540,_27,_28,a
41540,_27,_32,a
41540,_28,_29,a
41540,_29,_30,a
41540,_30,_31,a
41540,_30,_71,a
41540,_31,_32,a
41540,_33,_34,a
41540,_34,_35,a
41540,_35,_36,a
41540,_35,_40,a
41540,_36,_37,a
41540,_37,_38,a
41540,_37,_41,a
41540,_38,_39,a
41540,_38,_44,a
41540,_38,_61,a
41540,_39,_40,a
41540,_41,_42,a
41540,_42,_43,a
41540,_43,_45,a
41540,_43,_44,a
41540,_44,_48,a
41540,_45,_46,a
41540,_45,_49,a
41540,_46,_47,a
41540,_46,_51,a
41540,_46,_52,a
41540,_47,_48,a
41540,_49,_50,a
41540,_50,_51,a
41540,_51,_53,a
41540,_53,_54,a
41540,_53,_55,a
41540,_54,_56,a
41540,_56,_57,a
41540,_57,_58,a
41540,_58,_59,a
41540,_58,_60,a
41540,_62,_63,a
41540,_62,_64,a
41540,_65,_66,a
41540,_65,_67,a
41540,_68,_69,a
41540,_68,_70,a
41540,_71,_72,a
41540,_71,_73,a
7320,_1,_2,i
7320,_1,_3,i
7320,_3,_4,i
7320,_3,_5,i
7320,_4,_6,i
7320,_4,_7,i
7320,_5,_8,i
7320,_5,_9,i
7320,_7,_10,i
7320,_9,_10,i
1106,_1,_2,i
1106,_2,_3,i
1106,_2,_4,i
1106,_3,_5,i
1106,_3,_6,i
1106,_4,_7,i
1106,_4,_8,i
1106,_6,_9,i
1106,_9,_10,i
1106,_8,_9,i
1623,_1,_2,i
1623,_1,_3,i
1623,_1,_4,i
1623,_2,_5,i
1623,_2,_6,i
1623,_3,_7,i
1623,_5,_8,i
17789,_1,_2,i
17789,_2,_3,i
17789,_3,_4,i
17789,_1,_5,i
17789,_1,_6,i
17789,_6,_7,i
17789,_2,_8,i
17789,_5,_9,i
17789,_6,_10,i
17789,_10,_11,i
17789,_10,_12,i
17789,_4,_5,i
17789,_7,_8,i
21020,_1,_2,i
21020,_2,_3,i
21020,_3,_4,i
21020,_3,_5,i
21020,_5,_6,i
21020,_5,_7,i
21020,_7,_8,i
21020,_1,_9,i
21020,_2,_9,i
14362,_1,_2,a
14362,_2,_3,a
14362,_3,_4,a
14362,_4,_5,a
14362,_4,_6,a
14362,_3,_7,a
14362,_7,_8,a
14362,_1,_9,a
14362,_7,_10,a
14362,_10,_11,a
14362,_10,_12,a
14362,_10,_13,a
14362,_13,_14,a
14362,_14,_15,a
14362,_15,_16,a
14362,_16,_17,a
14362,_13,_18,a
14362,_16,_19,a
14362,_8,_9,a
14362,_17,_18,a
15751,_1,_2,a
15751,_2,_3,a
15751,_3,_4,a
15751,_4,_5,a
15751,_1,_6,a
15751,_1,_7,a
15751,_7,_8,a
15751,_8,_9,a
15751,_6,_10,a
15751,_7,_11,a
15751,_11,_12,a
15751,_11,_13,a
15751,_3,_14,a
15751,_14,_15,a
15751,_11,_16,a
15751,_2,_17,a
15751,_5,_18,a
15751,_18,_19,a
15751,_18,_20,a
15751,_18,_21,a
15751,_22,_23,a
15751,_23,_24,a
15751,_24,_25,a
15751,_25,_26,a
15751,_22,_27,a
15751,_22,_28,a
15751,_28,_29,a
15751,_29,_30,a
15751,_27,_31,a
15751,_28,_32,a
15751,_32,_33,a
15751,_32,_34,a
15751,_24,_35,a
15751,_35,_36,a
15751,_32,_37,a
15751,_23,_38,a
15751,_26,_39,a
15751,_39,_40,a
15751,_39,_41,a
15751,_39,_42,a
15751,_15,_43,a
15751,_43,_44,a
15751,_44,_45,a
15751,_45,_46,a
15751,_46,_47,a
15751,_43,_48,a
15751,_46,_49,a
15751,_49,_50,a
15751,_50,_51,a
15751,_36,_52,a
15751,_52,_53,a
15751,_49,_54,a
15751,_51,_55,a
15751,_55,_56,a
15751,_44,_57,a
15751,_57,_58,a
15751,_5,_6,a
15751,_9,_10,a
15751,_26,_27,a
15751,_30,_31,a
15751,_47,_48,a
15751,_51,_52,a
15751,_53,_54,a
7657,_1,_2,i
7657,_2,_3,i
7657,_2,_4,i
7657,_3,_5,i
7657,_3,_6,i
7657,_4,_7,i
7657,_5,_8,i
7657,_5,_9,i
7657,_6,_10,i
7657,_7,_11,i
7657,_7,_8,i
7657,_9,_10,i
28175,_1,_2,i
28175,_2,_3,i
28175,_3,_4,i
28175,_4,_5,i
28175,_1,_6,i
28175,_2,_7,i
28175,_6,_8,i
28175,_1,_9,i
28175,_9,_10,i
28175,_10,_11,i
28175,_7,_8,i
28175,_5,_9,i
13315,_1,_2,i
13315,_1,_3,i
13315,_1,_4,i
13315,_4,_5,i
13315,_5,_6,i
13315,_6,_7,i
13315,_6,_8,i
13315,_8,_9,i
13315,_8,_10,i
13315,_5,_11,i
26459,_1,_2,i
26459,_2,_3,i
26459,_3,_4,i
26459,_1,_5,i
26459,_3,_6,i
26459,_4,_7,i
26459,_7,_8,i
26459,_8,_9,i
26459,_9,_10,i
26459,_8,_11,i
26459,_11,_12,i
26459,_4,_5,i
32611,_1,_2,a
32611,_1,_6,a
32611,_1,_39,a
32611,_2,_3,a
32611,_2,_8,a
32611,_3,_4,a
32611,_3,_7,a
32611,_4,_5,a
32611,_4,_57,a
32611,_5,_6,a
32611,_6,_33,a
32611,_7,_10,a
32611,_8,_9,a
32611,_9,_10,a
32611,_11,_12,a
32611,_11,_28,a
32611,_11,_51,a
32611,_12,_13,a
32611,_13,_14,a
32611,_13,_37,a
32611,_14,_29,a
32611,_14,_50,a
32611,_15,_16,a
32611,_15,_20,a
32611,_16,_17,a
32611,_17,_18,a
32611,_17,_36,a
32611,_18,_19,a
32611,_18,_45,a
32611,_19,_20,a
32611,_20,_49,a
32611,_21,_22,a
32611,_21,_26,a
32611,_21,_41,a
32611,_22,_23,a
32611,_23,_24,a
32611,_23,_40,a
32611,_24,_25,a
32611,_25,_26,a
32611,_26,_35,a
32611,_27,_32,a
32611,_27,_28,a
32611,_28,_29,a
32611,_29,_30,a
32611,_30,_31,a
32611,_31,_32,a
32611,_33,_34,a
32611,_33,_40,a
32611,_35,_36,a
32611,_37,_38,a
32611,_37,_49,a
32611,_41,_42,a
32611,_41,_43,a
32611,_41,_44,a
32611,_45,_46,a
32611,_45,_47,a
32611,_45,_48,a
32611,_51,_52,a
32611,_52,_53,a
32611,_53,_54,a
32611,_54,_55,a
32611,_54,_56,a
32611,_57,_58,a
32611,_58,_59,a
32611,_59,_60,a
32611,_60,_61,a
32611,_60,_62,a
35136,_1,_2,a
35136,_2,_3,a
35136,_3,_4,a
35136,_1,_5,a
35136,_6,_7,a
35136,_7,_8,a
35136,_8,_9,a
35136,_6,_10,a
35136,_11,_12,a
35136,_5,_13,a
35136,_13,_14,a
35136,_14,_15,a
35136,_11,_16,a
35136,_10,_18,a
35136,_18,_19,a
35136,_19,_20,a
35136,_20,_21,a
35136,_12,_22,a
35136,_3,_23,a
35136,_23,_24,a
35136,_2,_25,a
35136,_25,_26,a
35136,_26,_27,a
35136,_26,_28,a
35136,_26,_29,a
35136,_8,_30,a
35136,_17,_31,a
35136,_21,_32,a
35136,_16,_33,a
35136,_33,_34,a
35136,_34,_35,a
35136,_35,_36,a
35136,_36,_37,a
35136,_37,_38,a
35136,_38,_39,a
35136,_39,_40,a
35136,_40,_41,a
35136,_41,_42,a
35136,_42,_43,a
35136,_43,_44,a
35136,_44,_45,a
35136,_45,_46,a
35136,_46,_47,a
35136,_47,_48,a
35136,_48,_49,a
35136,_7,_50,a
35136,_50,_51,a
35136,_51,_52,a
35136,_17,_53,a
35136,_20,_54,a
35136,_4,_5,a
35136,_9,_10,a
35136,_12,_13,a
35136,_15,_16,a
35136,_17,_18,a
35136,_29,_30,a
35136,_21,_53,a
40331,_1,_2,a
40331,_2,_3,a
40331,_3,_4,a
40331,_4,_5,a
40331,_1,_6,a
40331,_7,_8,a
40331,_8,_9,a
40331,_9,_10,a
40331,_10,_11,a
40331,_7,_12,a
40331,_12,_13,a
40331,_4,_14,a
40331,_14,_15,a
40331,_15,_16,a
40331,_8,_17,a
40331,_5,_18,a
40331,_16,_19,a
40331,_14,_20,a
40331,_20,_21,a
40331,_15,_22,a
40331,_17,_23,a
40331,_23,_24,a
40331,_5,_6,a
40331,_11,_12,a
40331,_16,_17,a
40331,_17,_18,a
40331,_21,_22,a
26418,_1,_2,i
26418,_2,_3,i
26418,_3,_4,i
26418,_4,_5,i
26418,_1,_6,i
26418,_6,_7,i
26418,_7,_8,i
26418,_5,_9,i
26418,_9,_10,i
26418,_4,_11,i
26418,_5,_6,i
26418,_8,_9,i
26606,_1,_2,i
26606,_2,_3,i
26606,_3,_4,i
26606,_3,_5,i
26606,_5,_6,i
26606,_6,_7,i
20116,_1,_2,i
20116,_2,_3,i
20116,_1,_4,i
20116,_4,_5,i
20116,_5,_6,i
20116,_1,_7,i
20116,_7,_8,i
20116,_8,_9,i
5344,_1,_2,i
5344,_2,_3,i
5344,_4,_6,i
5344,_4,_7,i
5344,_4,_8,i
5344,_5,_9,i
5344,_6,_7,i
5344,_8,_9,i
1019,_1,_2,i
1019,_1,_3,i
1019,_1,_4,i
1019,_2,_5,i
1019,_2,_6,i
1019,_2,_7,i
1019,_3,_8,i
30122,_1,_2,a
30122,_1,_3,a
30122,_3,_4,a
30122,_4,_5,a
30122,_2,_6,a
30122,_7,_8,a
30122,_8,_9,a
30122,_9,_10,a
30122,_10,_11,a
30122,_7,_12,a
30122,_3,_13,a
30122,_13,_14,a
30122,_13,_15,a
30122,_10,_16,a
30122,_16,_17,a
30122,_16,_18,a
30122,_1,_19,a
30122,_19,_20,a
30122,_5,_21,a
30122,_5,_6,a
30122,_11,_12,a
30122,_11,_13,a
2117,_1,_2,i
2117,_2,_3,i
2117,_2,_4,i
2117,_3,_5,i
2117,_3,_6,i
2117,_4,_7,i
2117,_5,_8,i
2117,_5,_9,i
2117,_6,_10,i
2117,_7,_11,i
2117,_7,_8,i
2117,_9,_10,i
23494,_1,_2,i
23494,_2,_3,i
23494,_2,_4,i
23494,_2,_5,i
23494,_4,_6,i
23494,_3,_7,i
23494,_1,_8,i
23494,_5,_9,i
23494,_8,_10,i
23494,_10,_11,i
23494,_10,_12,i
23494,_9,_10,i
15843,_1,_2,i
15843,_2,_3,i
15843,_3,_4,i
15843,_4,_5,i
15843,_1,_6,i
15843,_4,_7,i
15843,_7,_8,i
15843,_7,_9,i
15843,_5,_6,i
8153,_1,_2,i
8153,_2,_3,i
8153,_2,_4,i
8153,_3,_5,i
8153,_4,_6,i
8153,_5,_7,i
8153,_6,_8,i
8153,_7,_9,i
8153,_5,_6,i
8153,_8,_9,i
30419,_10,_11,a
30419,_11,_13,a
30419,_14,_15,a
30419,_15,_16,a
30419,_16,_17,a
30419,_17,_18,a
30419,_14,_19,a
30419,_1,_21,a
30419,_2,_23,a
30419,_9,_24,a
30419,_8,_25,a
30419,_25,_26,a
30419,_26,_27,a
30419,_8,_28,a
30419,_3,_29,a
30419,_4,_30,a
30419,_30,_32,a
30419,_4,_33,a
30419,_7,_34,a
30419,_6,_35,a
30419,_35,_37,a
30419,_6,_38,a
30419,_5,_39,a
30419,_11,_40,a
30419,_20,_41,a
30419,_19,_42,a
30419,_18,_43,a
30419,_20,_44,a
30419,_45,_46,a
30419,_45,_47,a
30419,_10,_48,a
30419,_46,_49,a
30419,_12,_50,a
30419,_27,_51,a
30419,_36,_52,a
30419,_31,_53,a
30419,_22,_54,a
30419,_2,_55,a
30419,_4,_56,a
30419,_6,_57,a
30419,_8,_58,a
30419,_2,_59,a
30419,_22,_60,a
30419,_47,_61,a
30419,_61,_62,a
30419,_61,_63,a
30419,_61,_64,a
30419,_46,_65,a
30419,_65,_66,a
30419,_65,_67,a
30419,_65,_68,a
30419,_14,_69,a
30419,_69,_70,a
30419,_69,_71,a
30419,_69,_72,a
30419,_16,_73,a
30419,_73,_74,a
30419,_73,_75,a
30419,_73,_76,a
30419,_12,_13,a
30419,_18,_19,a
30419,_22,_23,a
30419,_24,_25,a
30419,_27,_28,a
30419,_29,_30,a
30419,_31,_32,a
30419,_31,_33,a
30419,_34,_35,a
30419,_36,_37,a
30419,_36,_38,a
30419,_21,_40,a
30419,_24,_41,a
30419,_20,_42,a
30419,_43,_44,a
30419,_47,_48,a
30419,_48,_50,a
30419,_49,_50,a
30419,_34,_51,a
30419,_39,_52,a
30419,_39,_53,a
30419,_29,_54,a
30419,_21,_59,a
30419,_59,_60,a
2791,_1,_2,i
2791,_1,_3,i
2791,_1,_4,i
2791,_2,_5,i
2791,_3,_6,i
2791,_5,_7,i
2791,_6,_8,i
2791,_7,_9,i
2791,_7,_10,i
5372,_1,_2,i
5372,_1,_3,i
5372,_1,_4,i
5372,_2,_5,i
5372,_4,_6,i
5372,_4,_7,i
5372,_5,_8,i
5372,_6,_9,i
5372,_7,_10,i
5372,_8,_11,i
5372,_9,_10,i
28878,_1,_2,i
28878,_1,_5,i
28878,_1,_6,i
28878,_2,_3,i
28878,_3,_4,i
28878,_4,_10,i
28878,_4,_11,i
28878,_5,_9,i
28878,_5,_10,i
28878,_6,_7,i
28878,_7,_8,i
28878,_8,_9,i
7400,_1,_2,a
7400,_1,_3,a
7400,_1,_4,a
7400,_2,_5,a
7400,_2,_6,a
7400,_4,_7,a
7400,_4,_8,a
7400,_5,_9,a
7400,_7,_10,a
7400,_7,_11,a
7400,_8,_12,a
7400,_8,_13,a
7400,_9,_14,a
7400,_11,_15,a
7400,_11,_16,a
7400,_13,_17,a
7400,_14,_18,a
7400,_16,_19,a
7400,_16,_20,a
7400,_17,_21,a
7400,_17,_22,a
7400,_19,_23,a
7400,_19,_24,a
7400,_20,_25,a
7400,_20,_26,a
7400,_21,_27,a
7400,_22,_28,a
7400,_22,_29,a
7400,_26,_30,a
7400,_26,_31,a
7400,_29,_32,a
7400,_29,_33,a
7400,_31,_34,a
7400,_31,_35,a
7400,_33,_36,a
7400,_34,_37,a
7400,_35,_38,a
7400,_35,_39,a
7400,_36,_40,a
7400,_36,_41,a
7400,_37,_42,a
7400,_37,_43,a
7400,_39,_44,a
7400,_39,_45,a
7400,_41,_46,a
7400,_41,_47,a
7400,_45,_48,a
7400,_45,_49,a
7400,_47,_50,a
7400,_47,_51,a
7400,_48,_52,a
7400,_49,_53,a
7400,_49,_54,a
7400,_50,_55,a
7400,_51,_56,a
7400,_51,_57,a
7400,_52,_58,a
7400,_52,_59,a
7400,_54,_60,a
7400,_54,_61,a
7400,_55,_62,a
7400,_55,_63,a
