g_id,node,type,x,y
image11_42,15,intersection,222,268
image11_42,16,corner,223,243
image11_42,17,intersection,125,276
image11_42,18,intersection,187,273
image11_42,19,intersection,310,253
image10_29,0,endpoint,200,280
image10_29,1,circle,271,243
image10_29,2,intersection,184,159
image10_29,3,corner,157,183
image10_29,4,endpoint,373,367
image10_29,5,endpoint,298,201
image9_17,0,corner,453,436
image9_17,1,corner,527,-15
image9_17,2,corner,99,427
image9_17,3,corner,13,-6
image9_17,4,corner,93,86
image9_17,5,corner,444,76
image9_17,6,corner,526,543
image9_17,7,corner,-17,522
image12_2,0,endpoint,554,284
image12_2,1,intersection,441,284
image12_2,2,endpoint,49,273
image12_2,3,corner,401,415
image12_2,4,intersection,121,395
image12_2,5,corner,121,395
image12_2,6,corner,99,122
image12_2,7,corner,419,291
image12_2,8,intersection,404,118
image12_2,9,corner,94,363
image12_2,10,corner,406,262
image12_2,11,intersection,117,263
image4_9,0,corner,533,506
image4_9,1,corner,-14,-9
image4_9,2,intersection,465,523
image4_9,3,corner,-12,503
image4_9,4,corner,33,548
image4_9,5,corner,531,-14
image4_9,6,corner,481,546
image4_9,7,intersection,51,521
image1_31,0,corner,47,433
image1_31,1,intersection,475,436
image1_31,2,corner,482,453
image1_31,3,corner,480,499
image1_31,4,corner,41,441
image1_31,5,corner,43,492
image1_31,6,corner,41,23
image1_31,7,intersection,51,435
image1_31,8,corner,476,24
image2_49,0,endpoint,529,529
image2_49,1,corner,476,-2
image2_49,2,corner,533,439
image2_49,3,endpoint,26,537
image4_48,0,corner,467,49
image4_48,1,corner,65,435
image4_48,2,corner,460,437
image4_48,3,corner,66,57
image21_11,0,corner,340,145
image21_11,1,intersection,232,257
image21_11,2,corner,316,245
image21_11,3,corner,342,374
image21_11,4,corner,114,496
image21_11,5,intersection,307,260
image21_11,6,corner,190,136
image21_11,7,corner,224,168
image21_11,8,corner,307,170
image21_11,9,corner,114,18
image21_11,10,corner,223,342
image21_11,11,corner,411,500
image21_11,12,corner,218,245
image21_11,13,corner,313,346
image21_11,14,corner,218,268
image21_11,15,corner,409,19
image21_11,16,corner,186,376
image12_34,0,endpoint,478,280
image12_34,1,corner,331,186
image12_34,2,corner,385,379
image12_34,3,corner,142,142
image12_34,4,intersection,148,275
image12_34,5,corner,365,155
image12_34,6,intersection,374,258
image12_34,7,intersection,366,166
image12_34,8,endpoint,54,258
image12_34,9,corner,368,269
image12_34,10,intersection,151,356
image12_34,11,corner,364,245
image12_34,12,corner,147,346
image18_18,0,intersection,29,342
image18_18,1,corner,542,297
image18_18,2,corner,66,366
image18_18,3,corner,-1,308
image18_18,4,corner,516,294
image18_18,5,corner,527,195
image18_18,6,intersection,533,306
image18_18,7,intersection,47,173
image18_18,8,intersection,533,181
image18_18,9,corner,64,125
image18_18,10,corner,502,147
image18_18,11,corner,511,376
image18_18,12,corner,500,112
image18_18,13,corner,498,313
image18_18,14,corner,-11,180
image12_35,0,endpoint,467,265
image12_35,1,endpoint,324,199
image12_35,2,corner,371,369
image12_35,3,corner,144,144
image12_35,4,intersection,152,263
image12_35,5,endpoint,368,134
image12_35,6,intersection,390,274
image12_35,7,endpoint,66,270
image12_35,8,corner,362,287
image12_35,9,intersection,168,347
image12_35,10,endpoint,379,260
image12_35,11,corner,155,356
image19_50,0,intersection,120,241
image19_50,1,corner,129,536
image19_50,2,intersection,217,218
image19_50,3,intersection,349,235
image19_50,4,corner,426,519
image19_50,5,corner,347,194
image19_50,6,corner,389,242
image19_50,7,corner,149,77
image19_50,8,endpoint,193,295
image4_14,0,corner,463,440
image4_14,1,intersection,420,449
image4_14,2,corner,110,451
image4_14,3,corner,47,70
image4_14,4,corner,433,447
image4_14,5,corner,68,444
image4_14,6,intersection,107,454
image4_14,7,intersection,457,56
image4_14,8,endpoint,530,72
image2_27,0,corner,-24,453
image2_27,1,corner,551,518
image2_27,2,corner,505,538
image2_27,3,corner,484,-9
image2_27,4,intersection,483,456
image2_27,5,corner,536,451
image2_27,6,corner,-3,510
image2_27,7,intersection,22,444
image2_27,8,corner,25,526
image7_12,0,corner,194,1
image7_12,1,corner,479,111
image7_12,2,corner,444,236
image7_12,3,endpoint,502,258
image7_12,4,intersection,86,268
image7_12,5,corner,414,281
image7_12,6,intersection,459,262
image7_12,7,corner,326,512
image7_12,8,endpoint,27,256
image7_12,9,corner,55,409
image11_13,0,intersection,277,275
image11_13,1,corner,136,254
image11_13,2,endpoint,531,260
image11_13,3,intersection,116,265
image11_13,4,endpoint,-27,276
image11_13,5,endpoint,275,317
image11_13,6,intersection,303,249
image11_13,7,intersection,400,245
image11_13,8,intersection,143,255
image11_13,9,endpoint,224,185
image11_13,10,intersection,397,265
image11_13,11,corner,313,244
image11_13,12,endpoint,175,328
image11_13,13,corner,218,229
image11_13,14,intersection,187,256
image11_13,15,intersection,208,269
image11_13,16,endpoint,306,174
image11_22,0,endpoint,471,255
image11_22,1,endpoint,193,300
image11_22,2,intersection,162,270
image11_22,3,intersection,287,258
image11_22,4,intersection,358,248
image11_22,5,endpoint,287,195
image11_22,6,endpoint,39,245
image11_22,7,intersection,165,259
image11_22,8,endpoint,237,203
image11_22,9,corner,166,252
image11_22,10,endpoint,267,304
image11_22,11,intersection,357,257
image11_22,12,intersection,282,260
image11_22,13,intersection,228,265
image11_22,14,intersection,201,271
image10_17,0,corner,199,183
image10_17,1,intersection,206,215
image10_17,2,endpoint,348,344
image10_17,3,corner,184,216
image10_17,4,endpoint,279,208
image10_17,5,endpoint,204,280
image10_17,6,circle,254,251
image1_21,0,corner,47,19
image1_21,1,corner,475,19
image1_21,2,intersection,476,437
image1_21,3,corner,473,502
image1_21,4,intersection,48,435
image1_21,5,corner,39,418
image1_21,6,corner,44,499
image4_42,0,corner,514,-18
image4_42,1,corner,-16,504
image4_42,2,corner,539,494
image4_42,3,corner,3,-18
image8_27,0,circle,255,262
image8_27,1,endpoint,405,352
image8_27,2,corner,269,108
image8_27,3,endpoint,104,358
image10_16,0,corner,201,185
image10_16,1,intersection,209,210
image10_16,2,corner,343,347
image10_16,3,corner,206,194
image10_16,4,endpoint,276,211
image10_16,5,endpoint,208,284
image10_16,6,circle,273,244
image10_16,7,endpoint,344,397
image14_19,0,intersection,429,266
image14_19,1,intersection,96,272
image14_19,2,intersection,313,180
image14_19,3,corner,261,349
image14_19,4,intersection,310,185
image14_19,5,endpoint,382,90
image14_19,6,intersection,201,326
image14_19,7,endpoint,-11,256
image14_19,8,corner,97,248
image14_19,9,endpoint,549,246
image14_19,10,intersection,187,326
image14_19,11,endpoint,123,413
image14_19,12,corner,257,161
image9_35,0,corner,82,272
image9_35,1,corner,450,78
image9_35,2,corner,-9,-12
image9_35,3,corner,85,74
image9_35,4,corner,460,158
image9_35,5,corner,6,518
image9_35,6,corner,441,434
image9_35,7,corner,518,0
image9_35,8,corner,62,448
image9_35,9,corner,518,541
image21_40,0,intersection,241,247
image21_40,1,corner,386,467
image21_40,2,intersection,237,339
image21_40,3,corner,232,255
image21_40,4,corner,128,201
image21_40,5,corner,209,344
image21_40,6,corner,298,180
image21_40,7,corner,142,111
image21_40,8,corner,117,469
image21_40,9,corner,313,310
image21_40,10,corner,393,206
image21_40,11,corner,380,66
image21_40,12,intersection,288,271
image21_40,13,corner,135,47
image21_40,14,corner,334,354
image21_40,15,corner,322,156
image21_40,16,corner,314,341
image21_40,17,corner,220,184
image21_40,18,corner,215,250
image21_40,19,corner,210,140
image21_40,20,endpoint,237,394
image7_26,0,corner,40,410
image7_26,1,corner,480,111
image7_26,2,intersection,438,249
image7_26,3,intersection,89,266
image7_26,4,endpoint,21,260
image7_26,5,endpoint,505,259
image7_26,6,corner,176,-11
image7_26,7,corner,425,248
image7_26,8,corner,422,272
image7_26,9,corner,348,502
image7_50,0,intersection,475,267
image7_50,1,corner,331,510
image7_50,2,endpoint,492,246
image7_50,3,endpoint,17,266
image7_50,4,corner,486,114
image7_50,5,corner,41,415
image7_50,6,corner,425,255
image7_50,7,corner,439,234
image7_50,8,corner,197,26
image7_50,9,intersection,68,263
image5_10,0,corner,291,323
image5_10,1,corner,217,336
image5_10,2,corner,117,43
image5_10,3,intersection,218,258
image5_10,4,intersection,293,267
image5_10,5,corner,202,144
image5_10,6,corner,328,356
image5_10,7,intersection,222,229
image5_10,8,corner,210,166
image5_10,9,corner,385,467
image5_10,10,intersection,295,247
image5_10,11,corner,221,263
image5_10,12,corner,390,63
image5_10,13,corner,207,351
image5_10,14,corner,207,269
image5_10,15,corner,292,192
image5_10,16,corner,124,458
image5_10,17,corner,222,239
image5_10,18,corner,337,167
image19_40,0,corner,369,467
image19_40,1,corner,136,283
image19_40,2,corner,155,461
image19_40,3,corner,160,257
image19_40,4,intersection,303,232
image19_40,5,corner,376,243
image19_40,6,intersection,221,238
image19_40,7,corner,328,198
image6_44,0,intersection,347,264
image6_44,1,endpoint,349,244
image6_44,2,endpoint,188,458
image6_44,3,endpoint,309,62
image6_44,4,endpoint,327,455
image6_44,5,corner,323,235
image6_44,6,corner,328,280
image6_44,7,endpoint,190,56
image1_46,0,corner,83,429
image1_46,1,corner,451,401
image1_46,2,corner,457,461
image1_46,3,intersection,440,412
image1_46,4,corner,81,60
image1_46,5,corner,95,411
image1_46,6,corner,451,72
image1_46,7,corner,70,472
image1_46,8,intersection,108,419
image3_14,0,corner,123,399
image3_14,1,corner,419,345
image3_14,2,corner,130,336
image3_14,3,circle,270,319
image3_14,4,corner,421,409
image5_3,0,corner,324,368
image5_3,1,corner,223,366
image5_3,2,endpoint,87,-20
image5_3,3,intersection,212,266
image5_3,4,intersection,306,270
image5_3,5,corner,159,129
image5_3,6,corner,348,398
image5_3,7,intersection,227,236
image5_3,8,corner,208,150
image5_3,9,endpoint,440,532
image5_3,10,intersection,302,252
image5_3,11,corner,207,263
image5_3,12,corner,164,387
image5_3,13,corner,216,300
image5_3,14,corner,305,143
image5_3,15,corner,91,535
image5_3,16,corner,211,224
image5_3,17,corner,360,130
image21_37,0,intersection,223,258
image21_37,1,corner,419,546
image21_37,2,corner,205,361
image21_37,3,corner,202,277
image21_37,4,corner,165,386
image21_37,5,corner,325,155
image21_37,6,endpoint,89,74
image21_37,7,endpoint,71,541
image21_37,8,corner,359,326
image21_37,9,corner,447,186
image21_37,10,corner,451,-1
image21_37,11,intersection,320,263
image21_37,12,corner,83,-17
image21_37,13,corner,341,409
image21_37,14,corner,361,129
image21_37,15,corner,327,362
image21_37,16,corner,221,145
image21_37,17,corner,222,253
image21_37,18,corner,165,103
image9_27,0,corner,115,127
image9_27,1,corner,463,466
image9_27,2,corner,387,386
image9_27,3,corner,463,58
image9_27,4,corner,52,59
image9_27,5,corner,45,460
image9_27,6,corner,393,116
image9_27,7,corner,107,400
image2_23,0,corner,66,385
image2_23,1,corner,477,470
image2_23,2,corner,430,455
image2_23,3,corner,422,65
image2_23,4,intersection,444,403
image2_23,5,corner,466,405
image2_23,6,corner,64,445
image2_23,7,intersection,91,403
image2_23,8,corner,99,444
image19_24,0,intersection,229,229
image19_24,1,corner,375,457
image19_24,2,intersection,301,229
image19_24,3,corner,364,239
image19_24,4,intersection,282,243
image19_24,5,corner,137,234
image19_24,6,corner,155,469
image19_24,7,intersection,310,223
image19_24,8,endpoint,283,235
image9_23,0,corner,124,118
image9_23,1,corner,460,463
image9_23,2,corner,404,403
image9_23,3,corner,450,45
image9_23,4,corner,42,69
image9_23,5,corner,55,450
image9_23,6,corner,405,128
image9_23,7,corner,131,404
image4_43,0,intersection,459,57
image4_43,1,corner,62,432
image4_43,2,corner,449,448
image4_43,3,corner,66,57
image4_43,4,endpoint,482,118
image1_13,0,corner,3,2
image1_13,1,corner,513,451
image1_13,2,corner,7,524
image1_13,3,corner,521,525
image1_13,4,intersection,505,462
image1_13,5,corner,524,-23
image1_13,6,intersection,21,469
image1_13,7,corner,2,463
image1_13,8,intersection,2,463
image1_13,9,endpoint,25,472
image8_16,0,endpoint,263,66
image8_16,1,endpoint,44,400
image8_16,2,intersection,273,88
image8_16,3,corner,462,377
image8_16,4,circle,249,271
image8_16,5,corner,244,92
image8_16,6,endpoint,473,407
image18_50,0,corner,73,372
image18_50,1,intersection,44,177
image18_50,2,corner,-2,177
image18_50,3,corner,58,118
image18_50,4,corner,-19,314
image18_50,5,corner,486,123
image18_50,6,corner,503,381
image18_50,7,corner,522,333
image18_50,8,corner,523,171
image18_50,9,intersection,37,335
image18_50,10,corner,66,189
image5_14,0,corner,185,123
image5_14,1,intersection,236,242
image5_14,2,corner,198,264
image5_14,3,corner,73,-3
image5_14,4,intersection,323,274
image5_14,5,intersection,324,232
image5_14,6,corner,202,142
image5_14,7,corner,363,402
image5_14,8,corner,205,364
image5_14,9,corner,98,539
image5_14,10,corner,222,293
image5_14,11,intersection,245,291
image5_14,12,corner,329,352
image5_14,13,corner,212,220
image5_14,14,corner,432,541
image5_14,15,corner,312,154
image5_14,16,corner,422,-28
image5_14,17,corner,359,105
image5_14,18,corner,176,394
image16_9,0,intersection,375,257
image16_9,1,corner,373,174
image16_9,2,corner,-24,393
image16_9,3,corner,-13,127
image16_9,4,corner,272,373
image16_9,5,corner,532,185
image16_9,6,corner,254,276
image16_9,7,corner,257,128
image16_9,8,intersection,286,270
image16_9,9,corner,261,237
image16_9,10,corner,398,310
image16_9,11,corner,539,325
image7_1,0,corner,194,38
image7_1,1,intersection,423,256
image7_1,2,corner,405,264
image7_1,3,corner,447,125
image7_1,4,corner,325,478
image7_1,5,endpoint,466,257
image7_1,6,corner,412,247
image7_1,7,corner,70,387
image16_21,0,corner,256,241
image16_21,1,corner,18,147
image16_21,2,corner,495,194
image16_21,3,intersection,266,257
image16_21,4,corner,366,194
image16_21,5,corner,499,323
image16_21,6,corner,368,320
image16_21,7,corner,254,144
image16_21,8,corner,20,373
image16_21,9,corner,256,266
image16_21,10,corner,255,372
image16_21,11,intersection,361,259
image16_47,0,corner,458,215
image16_47,1,corner,65,356
image16_47,2,corner,251,237
image16_47,3,corner,249,165
image16_47,4,corner,266,271
image16_47,5,corner,268,343
image16_47,6,corner,365,214
image16_47,7,intersection,280,258
image16_47,8,intersection,340,265
image16_47,9,corner,458,309
image16_47,10,corner,360,256
image16_47,11,corner,357,304
image16_47,12,corner,64,163
image15_16,0,corner,109,271
image15_16,1,corner,194,194
image15_16,2,corner,157,205
image15_16,3,corner,392,433
image15_16,4,corner,232,116
image15_16,5,corner,423,247
image15_16,6,intersection,181,200
image15_16,7,intersection,304,224
image15_16,8,intersection,314,301
image15_16,9,corner,306,287
image15_16,10,corner,227,369
image15_16,11,intersection,180,311
image15_16,12,intersection,434,238
image15_16,13,corner,396,89
image15_16,14,corner,39,63
image15_16,15,endpoint,475,249
image15_16,16,corner,48,440
image15_16,17,corner,411,237
image15_16,18,corner,370,255
image15_16,19,corner,304,204
image11_4,0,endpoint,230,209
image11_4,1,intersection,216,264
image11_4,2,endpoint,481,272
image11_4,3,intersection,213,268
image11_4,4,intersection,281,261
image11_4,5,intersection,298,252
image11_4,6,intersection,359,249
image11_4,7,endpoint,116,270
image11_4,8,endpoint,294,202
image11_4,9,corner,164,252
image11_4,10,intersection,155,263
image11_4,11,intersection,154,268
image11_4,12,endpoint,200,304
image11_4,13,endpoint,255,296
image11_4,14,corner,219,243
image11_4,15,intersection,373,272
image11_4,16,corner,290,242
image17_10,0,corner,539,319
image17_10,1,corner,-7,181
image17_10,2,corner,533,195
image17_10,3,corner,379,312
image17_10,4,circle,454,253
image17_10,5,intersection,381,183
image17_10,6,corner,-14,308
image17_10,7,intersection,385,319
image16_48,0,corner,526,195
image16_48,1,corner,3,376
image16_48,2,corner,265,244
image16_48,3,corner,244,156
image16_48,4,corner,275,272
image16_48,5,corner,259,386
image16_48,6,corner,395,190
image16_48,7,intersection,285,255
image16_48,8,intersection,387,250
image16_48,9,corner,529,330
image16_48,10,corner,372,259
image16_48,11,corner,391,318
image16_48,12,corner,1,138
image3_30,0,corner,62,454
image3_30,1,circle,262,320
image3_30,2,corner,468,390
image3_30,3,corner,75,366
image3_30,4,corner,480,472
image5_15,0,corner,178,118
image5_15,1,intersection,230,232
image5_15,2,corner,210,252
image5_15,3,corner,96,-26
image5_15,4,intersection,307,290
image5_15,5,intersection,320,242
image5_15,6,corner,215,155
image5_15,7,corner,357,396
image5_15,8,corner,207,346
image5_15,9,corner,83,524
image5_15,10,corner,217,288
image5_15,11,intersection,245,291
image5_15,12,corner,331,350
image5_15,13,corner,226,234
image5_15,14,corner,441,532
image5_15,15,corner,328,154
image5_15,16,corner,445,-25
image5_15,17,corner,334,108
image5_15,18,corner,184,402
image9_22,0,corner,89,59
image9_22,1,corner,521,524
image9_22,2,corner,440,439
image9_22,3,corner,535,-12
image9_22,4,corner,-17,-14
image9_22,5,corner,-27,528
image9_22,6,corner,438,77
image9_22,7,corner,71,440
image22_39,0,endpoint,248,473
image22_39,1,corner,264,227
image22_39,2,intersection,244,203
image22_39,3,intersection,267,63
image22_39,4,corner,404,64
image22_39,5,corner,113,46
image22_39,6,intersection,261,188
image15_32,0,corner,422,248
image15_32,1,corner,40,79
image15_32,2,intersection,407,263
image15_32,3,corner,236,388
image15_32,4,corner,303,297
image15_32,5,corner,174,254
image15_32,6,corner,310,317
image15_32,7,corner,367,257
image15_32,8,intersection,182,217
image15_32,9,corner,406,73
image15_32,10,corner,212,110
image15_32,11,corner,59,430
image15_32,12,intersection,181,329
image15_32,13,corner,122,267
image15_32,14,corner,299,215
image15_32,15,corner,288,234
image15_32,16,intersection,294,196
image15_32,17,corner,405,191
image15_32,18,corner,399,249
image15_32,19,corner,167,191
image15_32,20,endpoint,479,262
image15_32,21,corner,152,213
image15_32,22,corner,400,431
image15_32,23,intersection,293,306
image17_8,0,corner,458,304
image17_8,1,corner,58,206
image17_8,2,corner,475,197
image17_8,3,corner,343,294
image17_8,4,circle,396,247
image17_8,5,intersection,333,199
image17_8,6,corner,60,304
image17_8,7,intersection,363,291
image17_8,8,endpoint,400,253
image3_44,0,corner,462,391
image3_44,1,intersection,311,106
image3_44,2,corner,-7,389
image3_44,3,corner,84,201
image3_44,4,intersection,292,390
image3_44,5,corner,300,337
image3_44,6,corner,296,72
image3_44,7,corner,193,71
image3_44,8,corner,483,454
image3_44,9,corner,232,339
image3_44,10,intersection,516,208
image3_44,11,corner,281,331
image3_44,12,intersection,466,201
image3_44,13,intersection,199,72
image3_44,14,intersection,427,135
image3_44,15,corner,65,374
image3_44,16,intersection,238,102
image3_44,17,corner,235,289
image3_44,18,intersection,266,360
image3_44,19,intersection,302,78
image3_44,20,intersection,441,126
image3_44,21,corner,211,57
image19_11,0,corner,396,496
image19_11,1,corner,387,233
image19_11,2,corner,325,209
image19_11,3,intersection,227,227
image19_11,4,corner,131,237
image19_11,5,intersection,318,228
image19_11,6,corner,132,493
image2_25,0,corner,69,382
image2_25,1,corner,473,466
image2_25,2,corner,433,450
image2_25,3,corner,440,75
image2_25,4,intersection,425,384
image2_25,5,corner,450,389
image2_25,6,corner,58,457
image2_25,7,intersection,81,393
image2_25,8,corner,89,460
image13_9,0,intersection,477,292
image13_9,1,intersection,294,171
image13_9,2,corner,287,382
image13_9,3,endpoint,551,290
image13_9,4,corner,189,68
image13_9,5,intersection,386,301
image13_9,6,corner,363,170
image13_9,7,endpoint,146,85
image13_9,8,endpoint,45,284
image13_9,9,endpoint,95,394
image13_9,10,endpoint,85,179
image11_21,0,endpoint,506,253
image11_21,1,endpoint,190,316
image11_21,2,intersection,135,262
image11_21,3,intersection,294,257
image11_21,4,intersection,385,256
image11_21,5,endpoint,308,199
image11_21,6,endpoint,17,260
image11_21,7,intersection,147,257
image11_21,8,endpoint,228,199
image11_21,9,corner,139,241
image11_21,10,endpoint,269,313
image11_21,11,intersection,378,261
image11_21,12,intersection,286,261
image11_21,13,intersection,213,256
image11_21,14,intersection,205,260
image4_20,0,corner,459,436
image4_20,1,intersection,408,437
image4_20,2,corner,100,457
image4_20,3,corner,71,72
image4_20,4,corner,407,473
image4_20,5,corner,58,434
image4_20,6,intersection,96,443
image4_20,7,corner,457,68
image21_39,0,intersection,218,270
image21_39,1,corner,394,453
image21_39,2,corner,236,316
image21_39,3,corner,213,274
image21_39,4,corner,112,185
image21_39,5,corner,197,356
image21_39,6,corner,314,174
image21_39,7,corner,128,121
image21_39,8,corner,123,453
image21_39,9,corner,316,307
image21_39,10,corner,396,203
image21_39,11,corner,403,43
image21_39,12,intersection,305,254
image21_39,13,corner,135,47
image21_39,14,corner,328,368
image21_39,15,corner,312,140
image21_39,16,corner,310,325
image21_39,17,corner,236,194
image21_39,18,corner,228,251
image21_39,19,corner,198,152
image4_33,0,corner,56,62
image4_33,1,corner,66,429
image4_33,2,corner,448,432
image4_33,3,corner,410,464
image4_33,4,corner,453,58
image4_33,5,intersection,415,443
image4_33,6,intersection,104,451
image4_33,7,corner,103,461
image12_10,0,endpoint,471,263
image12_10,1,intersection,393,256
image12_10,2,endpoint,116,282
image12_10,3,corner,354,382
image12_10,4,intersection,156,358
image12_10,5,corner,175,361
image12_10,6,corner,153,152
image12_10,7,corner,376,274
image12_10,8,intersection,368,152
image12_10,9,corner,160,331
image12_10,10,corner,385,267
image12_10,11,intersection,146,274
image21_23,0,corner,301,141
image21_23,1,corner,419,-6
image21_23,2,corner,167,119
image21_23,3,intersection,222,253
image21_23,4,intersection,318,258
image21_23,5,corner,354,396
image21_23,6,corner,314,366
image21_23,7,corner,201,348
image21_23,8,corner,222,156
image21_23,9,corner,75,-12
image21_23,10,corner,442,525
image21_23,11,corner,365,138
image21_23,12,corner,169,394
image21_23,13,corner,80,536
image1_34,0,corner,7,451
image1_34,1,intersection,517,454
image1_34,2,corner,525,474
image1_34,3,corner,516,537
image1_34,4,corner,14,474
image1_34,5,corner,11,527
image1_34,6,corner,-4,-25
image1_34,7,intersection,25,467
image1_34,8,corner,500,-2
image22_26,0,intersection,246,183
image22_26,1,corner,82,-2
image22_26,2,corner,443,-18
image22_26,3,endpoint,264,542
image22_26,4,intersection,251,-25
image12_25,0,intersection,421,132
image12_25,1,corner,98,372
image12_25,2,corner,404,269
image12_25,3,intersection,413,262
image12_25,4,intersection,116,263
image12_25,5,corner,396,420
image12_25,6,intersection,110,404
image12_25,7,corner,141,403
image12_25,8,corner,393,109
image12_25,9,corner,105,116
image12_25,10,endpoint,538,268
image12_25,11,endpoint,-32,277
image2_8,0,intersection,444,390
image2_8,1,corner,416,420
image2_8,2,corner,439,450
image2_8,3,corner,463,461
image2_8,4,corner,462,396
image2_8,5,corner,422,58
image2_8,6,intersection,82,395
image2_8,7,corner,58,456
image2_8,8,corner,41,385
image2_8,9,corner,101,470
image2_8,10,corner,421,376
image1_4,0,corner,490,-31
image1_4,1,corner,15,482
image1_4,2,corner,3,539
image1_4,3,intersection,507,465
image1_4,4,intersection,36,449
image1_4,5,corner,13,442
image1_4,6,corner,7,-10
image1_4,7,corner,520,538
image5_42,0,corner,386,450
image5_42,1,intersection,277,348
image5_42,2,corner,235,225
image5_42,3,corner,284,383
image5_42,4,intersection,320,193
image5_42,5,corner,135,451
image5_42,6,corner,272,277
image5_42,7,corner,390,62
image5_42,8,corner,135,54
image5_42,9,corner,320,336
image5_42,10,endpoint,339,138
image5_42,11,intersection,294,258
image5_42,12,corner,331,179
image5_42,13,corner,235,333
image5_42,14,corner,224,276
image5_42,15,corner,217,195
image5_42,16,corner,316,245
image5_42,17,endpoint,203,366
image5_42,18,intersection,262,267
image5_42,19,corner,317,347
image17_22,0,intersection,348,214
image17_22,1,intersection,352,310
image17_22,2,corner,60,295
image17_22,3,circle,413,265
image17_22,4,corner,451,313
image17_22,5,corner,41,221
image17_22,6,corner,464,202
image17_22,7,endpoint,387,315
image1_25,0,corner,3,-30
image1_25,1,corner,502,-23
image1_25,2,intersection,505,468
image1_25,3,corner,513,546
image1_25,4,intersection,13,458
image1_25,5,corner,19,455
image1_25,6,corner,21,526
image20_24,0,corner,139,322
image20_24,1,corner,442,362
image20_24,2,intersection,360,340
image20_24,3,corner,469,468
image20_24,4,corner,52,434
image20_24,5,circle,252,197
image20_24,6,intersection,370,288
image20_24,7,intersection,155,355
image20_24,8,intersection,147,286
image20_24,9,corner,63,355
image20_24,10,endpoint,161,355
image4_17,0,corner,542,499
image4_17,1,intersection,470,521
image4_17,2,corner,55,524
image4_17,3,corner,-16,-15
image4_17,4,corner,466,520
image4_17,5,corner,-19,503
image4_17,6,intersection,58,501
image4_17,7,corner,546,-17
image14_38,0,endpoint,471,254
image14_38,1,intersection,300,202
image14_38,2,intersection,132,263
image14_38,3,endpoint,49,256
image14_38,4,corner,261,329
image14_38,5,endpoint,357,143
image14_38,6,intersection,203,318
image14_38,7,corner,251,179
image14_38,8,intersection,214,321
image14_38,9,intersection,399,247
image14_38,10,corner,133,254
image14_38,11,endpoint,142,365
image14_38,12,intersection,309,187
image2_35,0,corner,-14,525
image2_35,1,corner,505,393
image2_35,2,corner,543,442
image2_35,3,corner,482,459
image2_35,4,corner,40,473
image2_35,5,corner,541,526
image2_35,6,corner,32,521
image2_35,7,corner,480,421
image2_35,8,corner,-13,448
image2_35,9,intersection,519,430
image2_35,10,corner,353,1
image2_35,11,intersection,21,450
image2_35,12,corner,473,-3
image2_35,13,corner,501,532
image19_1,0,corner,130,495
image19_1,1,intersection,307,228
image19_1,2,corner,128,236
image19_1,3,corner,390,499
image19_1,4,intersection,221,227
image19_1,5,corner,388,234
image13_29,0,intersection,400,283
image13_29,1,endpoint,107,209
image13_29,2,corner,200,136
image13_29,3,endpoint,107,119
image13_29,4,corner,280,356
image13_29,5,corner,333,198
image13_29,6,intersection,284,202
image13_29,7,endpoint,456,289
image13_29,8,endpoint,47,267
image13_29,9,intersection,332,289
image13_29,10,endpoint,89,358
image15_11,0,corner,92,264
image15_11,1,corner,167,166
image15_11,2,corner,142,198
image15_11,3,corner,431,479
image15_11,4,corner,215,104
image15_11,5,corner,439,258
image15_11,6,intersection,160,198
image15_11,7,intersection,323,208
image15_11,8,intersection,316,317
image15_11,9,corner,303,304
image15_11,10,corner,229,396
image15_11,11,intersection,159,328
image15_11,12,intersection,454,247
image15_11,13,corner,434,46
image15_11,14,corner,13,41
image15_11,15,endpoint,505,240
image15_11,16,corner,11,472
image15_11,17,corner,438,234
image15_11,18,corner,375,270
image15_11,19,corner,303,204
image22_33,0,endpoint,260,461
image22_33,1,corner,262,223
image22_33,2,intersection,271,204
image22_33,3,intersection,258,56
image22_33,4,corner,392,52
image22_33,5,corner,109,70
image22_33,6,intersection,272,205
image8_36,0,corner,263,124
image8_36,1,corner,461,206
image8_36,2,endpoint,393,345
image8_36,3,corner,150,292
image8_36,4,endpoint,116,371
image8_36,5,corner,413,354
image8_36,6,corner,149,87
image5_35,0,corner,379,450
image5_35,1,corner,304,179
image5_35,2,corner,122,227
image5_35,3,corner,213,168
image5_35,4,corner,218,324
image5_35,5,corner,221,250
image5_35,6,corner,308,357
image5_35,7,corner,314,319
image5_35,8,intersection,289,290
image5_35,9,intersection,225,279
image5_35,10,intersection,314,228
image5_35,11,corner,180,345
image5_35,12,corner,319,150
image5_35,13,corner,129,460
image5_35,14,corner,191,160
image5_35,15,corner,219,227
image5_35,16,intersection,245,283
image5_35,17,corner,387,56
image5_35,18,corner,137,46
image5_35,19,corner,391,224
image5_35,20,intersection,235,242
image5_35,21,endpoint,273,320
image7_47,0,intersection,403,249
image7_47,1,corner,316,439
image7_47,2,endpoint,452,270
image7_47,3,endpoint,77,261
image7_47,4,corner,429,163
image7_47,5,corner,115,375
image7_47,6,corner,398,272
image7_47,7,corner,387,252
image7_47,8,corner,217,68
image7_47,9,intersection,119,278
image3_34,0,corner,6,292
image3_34,1,corner,64,382
image3_34,2,corner,47,153
image3_34,3,corner,37,452
