g_id,node,charge,chem,symbol,x,y
1983,_6,0,2,O,3.2321,2.183
1983,_7,0,1,C,2,-0.683
1983,_8,0,1,C,3.7321,-0.683
1983,_9,0,1,C,2,-1.683
1983,_10,0,1,C,3.7321,-1.683
1983,_11,0,1,C,2.866,-2.183
21559,_1,0,1,C,6.4346,-4.1433
21559,_2,0,1,C,7.4128,-4.3512
21559,_3,0,2,O,7.9128,-3.4852
21559,_4,0,1,C,7.2437,-2.7421
21559,_5,0,1,C,6.3301,-3.1488
21559,_6,0,1,C,7.4516,-1.7639
21559,_7,0,1,C,5.4641,-2.6488
21559,_8,0,5,S,4.5981,-3.1488
21559,_9,0,4,N,5.4641,-1.6488
21559,_10,0,1,C,4.5981,-1.1488
21559,_11,0,1,C,3.732,-1.6488
21559,_12,0,1,C,2.866,-1.1488
21559,_13,0,1,C,2.866,-0.1488
21559,_14,0,1,C,3.7321,0.3512
21559,_15,0,1,C,4.5981,-0.1488
21559,_16,0,7,Cl,2,0.3512
21559,_17,0,1,C,3.7321,1.3512
21559,_18,0,2,O,2.866,1.8512
21559,_19,0,2,O,4.5981,1.8512
21559,_20,0,1,C,4.5981,2.8512
21559,_21,0,1,C,5.4641,3.3512
21559,_22,0,1,C,5.4641,4.3512
21559,_23,0,1,C,6.3301,2.8512
21559,_24,0,1,C,3.7321,3.3512
21559,_25,0,1,C,3.7321,4.3512
21559,_26,0,1,C,2.866,2.8512
11423,_1,0,4,N,2.866,0.25
11423,_2,0,1,C,2,-0.25
11423,_3,0,1,C,2.866,1.25
11423,_4,0,1,C,3.7321,-0.25
11423,_5,0,5,S,3.7321,-1.25
11423,_6,0,4,N,4.5981,0.25
11423,_7,0,1,C,5.4641,-0.25
11423,_8,0,5,S,5.4641,-1.25
11423,_9,0,4,N,6.3301,0.25
11423,_10,0,1,C,7.1962,-0.25
6036,_1,0,1,C,3.7321,0.183
6036,_2,0,5,S,2.866,-0.317
6036,_3,0,1,C,4.5981,-0.317
6036,_4,0,2,O,2,-0.817
6036,_5,0,2,O,3.366,-1.183
6036,_6,0,2,O,2.366,0.549
6036,_7,1,5,S,5.4641,0.183
6036,_8,0,1,C,6.3301,-0.317
6036,_9,0,1,C,5.4641,1.183
3315,_1,0,4,N,3.7321,0.75
3315,_2,0,1,C,4.5981,1.25
3315,_3,0,1,C,3.7321,-0.25
3315,_4,0,1,C,4.5981,2.25
3315,_5,0,2,O,5.4641,0.75
3315,_6,0,1,C,2.866,-0.75
3315,_7,0,4,N,4.5981,-0.75
3315,_8,0,2,O,2,-0.25
3315,_9,0,4,N,2.866,-1.75
3315,_10,0,1,C,4.5981,-1.75
3315,_11,0,1,C,3.732,-2.25
27889,_1,0,1,C,15.0299,-3.1397
27889,_2,0,1,C,15.0299,-4.1397
27889,_3,0,1,C,14.1639,-4.6397
27889,_4,0,4,N,13.2979,-4.1397
27889,_5,0,1,C,13.2979,-3.1397
27889,_6,0,4,N,14.1639,-2.6397
27889,_7,0,1,C,15.8959,-4.6397
27889,_8,0,2,O,14.1639,-5.6397
27889,_9,0,2,O,12.4318,-2.6397
27889,_10,0,1,C,14.1639,-1.6397
27889,_11,0,2,O,13.3549,-1.0519
27889,_12,0,1,C,13.6639,-0.1008
27889,_13,0,1,C,14.6639,-0.1008
27889,_14,0,1,C,14.9729,-1.0519
27889,_15,0,22,F,15.2517,0.7082
27889,_16,0,1,C,13.0761,0.7082
27889,_17,0,2,O,12.0816,0.6037
27889,_18,0,1,C,11.4938,1.4127
27889,_19,0,2,O,11.9006,2.3262
27889,_20,0,1,C,10.4993,1.3082
27889,_21,0,1,C,9.9115,2.1172
27889,_22,0,1,C,8.917,2.0127
27889,_23,0,1,C,8.3292,2.8217
27889,_24,0,1,C,7.3347,2.7172
27889,_25,0,1,C,6.7469,3.5262
27889,_26,0,1,C,5.7524,3.4217
27889,_27,0,1,C,5.1646,4.2307
27889,_28,0,1,C,4.1701,4.1261
27889,_29,0,1,C,3.5823,4.9352
27889,_30,0,1,C,2.5878,4.8306
27889,_31,0,10,Br,2,5.6397
15698,_1,0,4,N,2,0.75
15698,_2,0,1,C,2.866,0.25
15698,_3,0,2,O,2.866,-0.75
15698,_4,0,1,C,3.7321,0.75
15698,_5,0,1,C,4.5981,0.25
15698,_6,0,2,O,5.4641,0.75
15698,_7,0,1,C,4.5981,-0.75
8130,_1,0,1,C,3.7321,0.25
8130,_2,0,1,C,4.5981,0.75
8130,_3,0,1,C,2.866,0.75
8130,_4,0,1,C,3.7321,-0.75
8130,_5,0,1,C,5.4641,0.25
8130,_6,0,4,N,4.5981,1.75
8130,_7,0,5,S,2,0.25
8130,_8,0,5,S,2.866,1.75
8130,_9,0,4,N,3.7321,-1.75
13480,_1,0,1,C,2.809,0.0194
13480,_2,0,1,C,2,-0.5684
13480,_3,0,1,C,2.309,-1.5194
13480,_4,0,49,Te,3.309,-1.5194
13480,_5,0,1,C,3.618,-0.5684
13480,_6,0,1,C,2.809,1.0194
13480,_7,0,2,O,3.6751,1.5194
1316,_1,0,1,C,5.4641,0.75
1316,_2,0,4,N,4.5981,0.25
1316,_3,0,1,C,6.3301,0.25
1316,_4,0,1,C,3.7321,0.75
1316,_5,0,4,N,4.5981,-0.75
1316,_6,0,1,C,7.1962,0.75
1316,_7,0,2,O,6.3301,-0.75
1316,_8,0,1,C,2.866,0.25
1316,_9,0,1,C,2,0.75
1316,_10,0,2,O,2.866,-0.75
6292,_1,0,4,N,2.866,0.5
6292,_2,0,1,C,3.7321,1
6292,_3,0,1,C,2.866,-0.5
6292,_4,0,1,C,3.7321,2
6292,_5,0,4,N,4.5981,0.5
6292,_6,0,1,C,2,-1
6292,_7,0,1,C,3.7321,-1
6292,_8,0,5,S,4.5981,2.5
6292,_9,0,1,C,2,-2
6292,_10,0,1,C,3.7321,-2
6292,_11,0,1,C,2.866,-2.5
27415,_1,0,1,C,16.0244,-3.1397
27415,_2,0,1,C,16.0244,-4.1397
27415,_3,0,1,C,15.1584,-4.6397
27415,_4,0,4,N,14.2924,-4.1397
27415,_5,0,1,C,14.2924,-3.1397
27415,_6,0,4,N,15.1584,-2.6397
27415,_7,0,1,C,16.8905,-4.6397
27415,_8,0,2,O,15.1584,-5.6397
27415,_9,0,2,O,13.4264,-2.6397
27415,_10,0,1,C,15.1584,-1.6397
27415,_11,0,2,O,14.3494,-1.0519
27415,_12,0,1,C,14.6584,-0.1008
27415,_13,0,1,C,15.6584,-0.1008
27415,_14,0,1,C,15.9674,-1.0519
27415,_15,0,4,N,16.2462,0.7082
27415,_16,1,4,N,17.2407,0.6037
27415,_17,-1,4,N,18.2353,0.4991
27415,_18,0,1,C,14.0707,0.7082
27415,_19,0,2,O,13.0761,0.6037
27415,_20,0,1,C,12.4883,1.4127
27415,_21,0,2,O,12.8951,2.3262
27415,_22,0,1,C,11.4938,1.3082
27415,_23,0,1,C,10.906,2.1172
27415,_24,0,2,O,9.9115,2.0127
27415,_25,0,1,C,9.3237,2.8217
27415,_26,0,1,C,8.3292,2.7172
27415,_27,0,1,C,7.7414,3.5262
27415,_28,0,1,C,6.7469,3.4217
27415,_29,0,1,C,6.1591,4.2307
27415,_30,0,1,C,5.1646,4.1261
27415,_31,0,1,C,4.5768,4.9352
27415,_32,0,1,C,3.5823,4.8306
27415,_33,0,1,C,2.9945,5.6397
27415,_34,0,1,C,2,5.5351
9346,_1,0,1,C,3.7321,0.75
9346,_2,0,1,C,4.5981,1.25
9346,_3,0,4,N,3.7321,-0.25
9346,_4,0,2,O,4.5981,2.25
9346,_5,0,1,C,2.866,-0.75
9346,_6,0,1,C,4.5981,-0.75
9346,_7,0,1,C,2.866,-1.75
9346,_8,0,1,C,4.5981,-1.75
9346,_9,0,1,C,2,-2.25
9346,_10,0,2,O,3.7321,-2.25
9346,_11,0,1,C,5.4641,-2.25
2949,_1,0,4,N,18.4545,-2
2949,_2,0,4,N,19.3205,-1.5
2949,_3,0,1,C,17.5884,-1.5
2949,_4,0,1,C,20.1865,-2
2949,_5,0,1,C,16.7224,-2
2949,_6,0,1,C,17.5884,-0.5
2949,_7,0,1,C,20.1865,-3
2949,_8,0,1,C,21.0525,-1.5
2949,_9,0,4,N,16.7224,-3
2949,_10,0,1,C,15.8564,-1.5
2949,_11,0,1,C,16.7224,0
2949,_12,0,1,C,21.0525,-3.5
2949,_13,0,1,C,21.9186,-2
2949,_14,0,1,C,15.8564,-3.5
2949,_15,0,1,C,15.8564,-0.5
2949,_16,0,5,S,16.7224,1
2949,_17,0,1,C,21.9186,-3
2949,_18,0,1,C,15.8564,-4.5
2949,_19,0,2,O,14.9904,-3
2949,_20,0,4,N,14.9904,0
2949,_21,0,2,O,16.7224,2
2949,_22,0,2,O,15.7224,1
2949,_23,0,2,O,17.7224,1
2949,_24,0,5,S,22.7846,-3.5001
2949,_25,0,4,N,14.1243,-0.5
2949,_26,0,2,O,23.6506,-4.0001
2949,_27,0,2,O,22.2846,-4.3661
2949,_28,0,2,O,23.2846,-2.634
2949,_29,0,1,C,13.2583,0
2949,_30,0,1,C,12.3923,-0.5
2949,_31,0,1,C,13.2583,1
2949,_32,0,1,C,12.3923,-1.5
2949,_33,0,1,C,11.5263,0
2949,_34,0,1,C,12.3923,1.5
2949,_35,0,1,C,11.5263,1
2949,_36,0,4,N,10.6602,1.5
2949,_37,0,4,N,9.7942,1
2949,_38,0,1,C,8.9282,1.5
2949,_39,0,1,C,8.9282,2.5
2949,_40,0,1,C,8.0622,1
2949,_41,0,1,C,9.7942,3
2949,_42,0,1,C,8.0622,3
2949,_43,0,1,C,7.1961,1.5
2949,_44,0,1,C,7.1961,2.5
2949,_45,0,4,N,6.3301,3
2949,_46,0,1,C,5.4641,2.5
2949,_47,0,2,O,5.4641,1.5
2949,_48,0,1,C,4.5981,3
2949,_49,0,1,C,4.5981,4
2949,_50,0,1,C,3.732,2.5
2949,_51,0,1,C,3.7321,4.5
2949,_52,0,1,C,2.866,3
2949,_53,0,1,C,2.866,4
2949,_54,0,4,N,2,4.5
2623,_1,0,1,C,3.7321,0.5
2623,_2,0,5,S,2.866,0
2623,_3,0,1,C,4.5981,0
2623,_4,0,2,O,2,-0.5
2623,_5,0,2,O,3.366,-0.866
2623,_6,0,2,O,2.366,0.866
2623,_7,0,1,C,5.4641,0.5
2623,_8,0,1,C,6.3301,0
2623,_9,0,2,O,7.1962,0.5
12326,_1,0,4,N,7.1962,-0.25
12326,_2,0,1,C,6.3301,0.25
12326,_3,0,1,C,5.4641,0.75
12326,_4,0,1,C,4.5981,0.25
12326,_5,0,2,O,4.5981,-0.75
12326,_6,0,1,C,3.7321,0.75
12326,_7,0,1,C,2.866,0.25
12326,_8,0,4,N,2,-0.25
14368,_1,0,1,C,4.5981,-3
14368,_2,0,1,C,3.732,-2.5
14368,_3,0,1,C,3.7321,-1.5
14368,_4,0,1,C,4.5981,-1
14368,_5,0,1,C,5.4641,-1.5
14368,_6,0,1,C,5.4641,-2.5
14368,_7,1,4,N,2.866,-1
14368,_8,0,2,O,2,-1.5
14368,_9,-1,2,O,2.866,0
14368,_10,0,5,S,4.5981,0
14368,_11,0,1,C,5.4641,0.5
14368,_12,0,1,C,5.4641,1.5
14368,_13,0,1,C,6.3301,2
14368,_14,0,1,C,7.1962,1.5
14368,_15,0,1,C,7.1962,0.5
14368,_16,0,1,C,6.3301,0
14368,_17,1,4,N,4.5981,2
14368,_18,0,2,O,4.5981,3
14368,_19,-1,2,O,3.7321,1.5
335,_1,0,1,C,3.7321,-0.433
335,_2,0,1,C,4.5981,0.067
335,_3,0,1,C,2.866,-0.933
335,_4,0,1,C,3.2321,0.433
335,_5,0,4,N,4.2321,-1.299
335,_6,0,2,O,5.4641,-0.433
335,_7,0,2,O,2,-0.433
335,_8,0,2,O,3.7321,1.299
1738,_1,0,21,I,2.866,-2
1738,_2,0,1,C,2.866,-1
1738,_3,0,1,C,3.7321,-0.5
1738,_4,0,1,C,2,-0.5
1738,_5,0,1,C,3.7321,0.5
1738,_6,0,1,C,4.5981,-1
1738,_7,0,1,C,2,0.5
1738,_8,0,1,C,2.866,1
1738,_9,0,4,N,4.5981,1
1738,_10,0,1,C,5.4641,-0.5
1738,_11,0,2,O,2.866,2
1738,_12,0,1,C,5.4641,0.5
24934,_1,1,4,N,4.5032,0.3649
24934,_2,0,1,C,5.3122,-0.2229
24934,_3,0,1,C,5.0032,-1.1739
24934,_4,0,1,C,4.0032,-1.1739
24934,_5,0,1,C,3.6942,-0.2229
24934,_6,0,1,C,3.9154,1.1739
24934,_7,0,1,C,5.091,1.1739
24934,_8,0,1,C,2.7431,0.0862
24934,_9,0,2,O,2,-0.583
24934,_10,-1,2,O,2.5352,1.0643
27935,_1,0,1,C,11.0871,0.1992
27935,_2,0,2,O,10.7781,-0.7519
27935,_3,0,1,C,11.5871,-1.3397
27935,_4,0,1,C,12.3961,-0.7519
27935,_5,0,1,C,12.0871,0.1992
27935,_6,0,4,N,11.5871,-2.3397
27935,_7,0,1,C,10.721,-2.8397
27935,_8,0,4,N,10.721,-3.8397
27935,_9,0,1,C,11.5871,-4.3397
27935,_10,0,1,C,12.4531,-3.8397
27935,_11,0,1,C,12.4531,-2.8397
27935,_12,0,1,C,13.3191,-4.3397
27935,_13,0,2,O,11.5871,-5.3397
27935,_14,0,2,O,9.855,-2.3397
27935,_15,0,4,N,12.6749,1.0082
27935,_16,1,4,N,13.6694,0.9036
27935,_17,-1,4,N,14.6639,0.7991
27935,_18,0,1,C,10.4993,1.0082
27935,_19,0,2,O,9.5048,0.9037
27935,_20,0,6,P,8.917,1.7127
27935,_21,0,2,O,9.726,2.3005
27935,_22,0,2,O,8.3292,2.5217
27935,_23,0,2,O,8.108,1.1249
27935,_24,0,1,C,7.3347,2.4172
27935,_25,0,1,C,6.7469,3.2262
27935,_26,0,2,O,7.1537,4.1397
27935,_27,0,1,C,5.7524,3.1217
27935,_28,0,1,C,5.1646,3.9307
27935,_29,0,1,C,4.1701,3.8262
27935,_30,0,1,C,3.5823,4.6352
27935,_31,0,1,C,2.5878,4.5307
27935,_32,0,1,C,2,5.3397
27935,_33,0,1,C,8.2125,0.1304
27935,_34,0,2,O,7.508,-1.4519
27935,_35,0,1,C,6.4899,-0.0507
27935,_36,0,1,C,5.6809,-0.6384
27935,_37,0,1,C,4.7674,-0.2317
27935,_38,0,1,C,3.9584,-0.8195
27935,_39,0,1,C,3.0448,-0.4127
27935,_40,0,1,C,2.2358,-1.0005
27935,_41,0,1,C,7.4035,-0.4574
9982,_1,0,2,O,2.2788,1.2845
9982,_2,0,1,C,2.5878,0.3335
9982,_3,0,4,N,3.5388,0.0245
9982,_4,0,1,C,2,-0.4755
9982,_5,0,1,C,3.5388,-0.9755
9982,_6,0,1,C,4.4899,0.3335
9982,_7,0,5,S,2.5878,-1.2845
9982,_8,0,4,N,4.4899,-1.2845
9982,_9,0,1,C,5.0777,-0.4755
2417,_1,1,4,N,2.866,0.5
2417,_2,-1,2,O,2,0
2417,_3,0,2,O,2.866,1.5
2417,_4,0,1,C,3.7321,0
2417,_5,0,1,C,4.5981,0.5
2417,_6,0,1,C,3.7321,-1
2417,_7,0,1,C,5.4641,0
2417,_8,0,1,C,4.5981,-1.5
2417,_9,0,1,C,5.4641,-1
2417,_10,0,4,N,6.4152,0.309
2417,_11,0,4,N,6.4152,-1.309
2417,_12,0,4,N,7.0029,-0.5
14406,_1,0,4,N,3.9319,-1.9319
14406,_2,0,1,C,2.9659,-1.673
14406,_3,0,1,C,2.2588,-0.9659
14406,_4,0,4,N,2,0
14406,_5,0,1,C,2.2588,0.9659
14406,_6,0,1,C,2.9659,1.673
14406,_7,0,4,N,3.9318,1.9319
14406,_8,0,1,C,4.8978,1.673
14406,_9,0,1,C,5.6049,0.9659
14406,_10,0,4,N,5.8637,0
14406,_11,0,1,C,5.6049,-0.9659
14406,_12,0,1,C,4.8978,-1.673
6073,_1,0,4,N,2.866,0.25
6073,_2,0,2,O,3.7321,0.75
6073,_3,0,2,O,2,0.75
6073,_4,0,2,O,2.866,-0.75
42350,_1,0,1,C,9.7767,-3.549
42350,_2,0,1,C,8.9107,-3.049
42350,_3,0,1,C,8.9107,-2.049
42350,_4,0,1,C,9.7767,-1.549
42350,_5,0,1,C,10.6427,-2.049
42350,_6,0,1,C,10.6427,-3.049
42350,_7,0,2,O,9.7767,-0.549
42350,_8,0,1,C,10.6427,-0.049
42350,_9,0,1,C,11.5088,-0.549
42350,_10,0,1,C,11.5088,-1.549
42350,_11,0,2,O,10.6427,0.951
42350,_12,0,2,O,8.0447,-3.549
42350,_13,0,1,C,7.1786,-3.049
42350,_14,0,1,C,7.1786,-2.049
42350,_15,0,1,C,8.0447,-1.549
42350,_16,0,1,C,7.1786,0.951
42350,_17,0,1,C,8.9407,0.0416
42350,_18,0,1,C,9.2794,0.9825
42350,_19,0,1,C,7.5174,1.8919
42350,_20,0,1,C,4.9432,1.0044
42350,_21,0,2,O,5.369,0.0995
42350,_22,0,1,C,6.8655,2.9327
42350,_23,0,2,O,4.0023,1.3432
42350,_24,0,1,C,7.1786,-0.049
42350,_25,0,2,O,8.0447,-0.549
42350,_26,0,2,O,6.4114,-0.6904
42350,_27,0,1,C,6.6786,-3.915
42350,_28,0,1,C,6.1786,-3.049
42350,_29,0,1,C,4.7281,-1.1288
42350,_30,0,1,C,6.3967,-0.0576
42350,_31,0,1,C,5.7512,0.7062
42350,_32,0,1,C,4.0826,-0.3651
42350,_33,0,1,C,3.5642,-3.0382
42350,_34,0,2,O,4.5608,-3.1219
42350,_35,0,1,C,2.8553,-0.4091
42350,_36,0,2,O,2.8004,-3.6836
42350,_37,0,1,C,5.3735,-1.8926
42350,_38,0,2,O,6.3126,-1.549
42350,_39,0,2,O,5.2016,-2.8778
42350,_40,0,1,C,2.0983,0.2443
42350,_41,0,1,C,2,-0.927
42350,_42,0,1,C,7.0529,3.915
42350,_43,0,1,C,5.9892,3.4145
42350,_44,0,1,C,7.8561,2.8328
42350,_45,0,1,C,3.4371,0.3987
42350,_46,0,1,C,11.5088,-3.549
16874,_1,0,1,C,2.866,0.5
16874,_2,0,4,N,3.7321,0
16874,_3,0,1,C,3.7321,-1
16874,_4,1,4,N,4.5981,0.5
16874,_5,0,1,C,2,0
16874,_6,0,1,C,2.866,-1.5
16874,_7,0,4,N,5.4641,0
16874,_8,0,2,O,6.3301,0.5
16874,_9,-1,2,O,4.5981,1.5
16874,_10,0,1,C,7.1962,0
16874,_11,0,1,C,8.0622,0.5
16874,_12,0,1,C,8.9282,0
35463,_1,0,1,C,3.7601,-2.0194
35463,_2,0,1,C,4.6261,-1.5194
35463,_3,0,1,C,4.6261,-0.5194
35463,_4,0,1,C,3.7601,-0.0194
35463,_5,0,1,C,2.894,-0.5194
35463,_6,0,1,C,2.894,-1.5194
35463,_7,0,7,Cl,3.7601,-3.0194
35463,_8,0,1,C,5.4921,-2.0194
35463,_9,0,4,N,3.7601,1.9806
35463,_10,0,1,C,2.9511,2.5684
35463,_11,0,1,C,4.2601,3.5194
35463,_12,0,1,C,4.5691,2.5684
35463,_13,0,5,S,3.7601,0.9806
35463,_14,0,2,O,4.7601,0.9806
35463,_15,0,2,O,2.7601,0.9806
35463,_16,0,2,O,5.4921,-3.0194
35463,_17,0,4,N,6.3581,-1.5194
35463,_18,0,1,C,7.2242,-2.0194
35463,_19,0,1,C,7.2242,-3.0194
35463,_20,0,1,C,8.0902,-3.5194
35463,_21,0,1,C,8.9562,-3.0194
35463,_22,0,1,C,8.9562,-2.0194
35463,_23,0,1,C,8.0902,-1.5194
35463,_24,0,5,S,2.028,-0.0194
35463,_25,0,2,O,2,2.2594
35463,_26,0,4,N,3.2601,3.5194
1447,_1,0,2,O,2.866,-1
1447,_2,0,1,C,2,-0.5
1447,_3,0,1,C,3.7321,-0.5
1447,_4,0,1,C,4.5981,-1
1447,_5,0,4,N,3.7321,0.5
1447,_6,0,1,C,5.4641,-0.5
1447,_7,0,4,N,4.5981,1
1447,_8,0,1,C,5.4641,0.5
1447,_9,0,1,C,6.3301,-1
1447,_10,0,1,C,6.3301,1
1447,_11,0,1,C,7.1962,-0.5
1447,_12,0,1,C,7.1962,0.5
14900,_1,0,7,Cl,2.866,0
14900,_2,1,2,O,3.7321,0.5
14900,_3,0,2,O,2,-0.5
14900,_4,0,2,O,3.366,-0.866
14900,_5,0,2,O,2.366,0.866
14900,_6,3,11,Co,6.5981,0
14900,_7,0,4,N,7.4641,0.5
14900,_8,0,4,N,5.7321,-0.5
14900,_9,0,4,N,7.4641,-0.5
14900,_10,0,4,N,6.5981,1
14900,_11,0,4,N,6.5981,-1
14900,_12,-1,7,Cl,5.7321,0.5
19165,_1,0,1,C,8.9282,-0.25
19165,_2,0,1,C,8.9282,-1.25
19165,_3,0,1,C,8.0622,-1.75
19165,_4,0,1,C,7.1962,-1.25
19165,_5,0,1,C,7.1962,-0.25
19165,_6,0,1,C,8.0622,0.25
19165,_7,0,1,C,8.0622,1.25
19165,_8,0,2,O,7.1962,1.75
19165,_9,0,4,N,8.9282,1.75
19165,_10,0,16,Se,6.3301,0.25
19165,_11,0,1,C,3.7321,1.75
19165,_12,0,1,C,4.5981,1.25
19165,_13,0,1,C,4.5981,0.25
19165,_14,0,1,C,3.7321,-0.25
19165,_15,0,1,C,2.866,0.25
19165,_16,0,1,C,2.866,1.25
19165,_17,0,16,Se,5.4641,-0.25
19165,_18,0,1,C,3.7321,-1.25
19165,_19,0,2,O,4.5981,-1.75
19165,_20,0,4,N,2.866,-1.75
19165,_21,0,1,C,8.9282,2.75
19165,_22,0,1,C,8.0622,3.25
19165,_23,0,1,C,8.0622,4.25
19165,_24,0,1,C,8.9282,4.75
19165,_25,0,1,C,9.7943,4.25
19165,_26,0,1,C,9.7943,3.25
19165,_27,0,1,C,2.866,-2.75
19165,_28,0,1,C,3.7321,-3.25
19165,_29,0,1,C,3.7321,-4.25
19165,_30,0,1,C,2.866,-4.75
19165,_31,0,1,C,2,-4.25
19165,_32,0,1,C,2,-3.25
19165,_33,0,7,Cl,8.9282,5.75
19165,_34,0,7,Cl,2.866,-5.75
1917,_1,0,1,C,2.866,1.317
1917,_2,0,2,O,2,1.817
1917,_3,0,4,N,3.7321,1.817
1917,_4,0,1,C,2.866,0.317
1917,_5,0,1,C,4.7321,1.817
1917,_6,0,1,C,4.2321,2.683
1917,_7,0,1,C,2,-0.183
1917,_8,0,1,C,3.7321,-0.183
1917,_9,0,1,C,2,-1.183
1917,_10,0,1,C,3.7321,-1.183
1917,_11,0,1,C,2.866,-1.683
1917,_12,0,7,Cl,2.866,-2.683
27586,_1,1,4,N,4.5691,0.2771
27586,_2,-1,1,C,4.2601,-0.6739
27586,_3,0,2,O,5.5201,0.5861
27586,_4,0,1,C,3.7601,0.8649
27586,_5,0,4,N,2.9511,0.2771
27586,_6,0,1,C,3.2601,-0.6739
27586,_7,0,1,C,3.2601,-1.6739
27586,_8,0,1,C,2.309,-0.9829
27586,_9,0,2,O,2,0.5861
27586,_10,0,1,C,3.1723,1.6739
27586,_11,0,1,C,4.3479,1.6739
21760,_1,0,1,C,3.5,0.5
21760,_2,0,1,C,4.366,0
21760,_3,0,1,C,3.5,-0.5
21760,_4,0,1,C,3,1.366
21760,_5,0,1,C,2,1.366
21760,_6,1,4,N,4.866,0.866
21760,_7,0,2,O,5.866,0.866
21760,_8,-1,2,O,4.366,1.732
21760,_9,0,1,C,4.866,-0.866
21760,_10,0,1,C,3,-1.366
21760,_11,0,1,C,2,-1.366
21760,_12,0,4,N,5.366,-1.732
2648,_1,0,2,O,2,-1
2648,_2,0,1,C,2.866,-0.5
2648,_3,0,1,C,3.7321,-1
2648,_4,0,4,N,2.866,0.5
2648,_5,0,1,C,4.5981,-0.5
2648,_6,0,4,N,3.7321,1
2648,_7,0,1,C,4.5981,0.5
2648,_8,0,1,C,5.4641,-1
2648,_9,0,1,C,5.4641,1
2648,_10,0,1,C,6.3301,-0.5
2648,_11,0,1,C,6.3301,0.5
2648,_12,0,7,Cl,7.1962,1
21498,_1,0,1,C,5.5691,0.9085
21498,_2,0,1,C,5.8781,-0.0425
21498,_3,0,1,C,5.0691,-0.6303
21498,_4,0,1,C,4.2601,-0.0425
21498,_5,0,1,C,4.5691,0.9085
21498,_6,0,1,C,5.5691,-1.4963
21498,_7,0,1,C,4.5691,-1.4963
21498,_8,0,1,C,3.2601,-0.0425
21498,_9,0,1,C,2.9511,0.9085
21498,_10,0,4,N,3.7601,1.4963
21498,_11,0,2,O,2,1.2176
22733,_1,0,1,C,7.1962,-2
22733,_2,0,4,N,8.0622,-2.5
22733,_3,0,1,C,8.9282,-2
22733,_4,0,2,O,9.7942,-2.5
22733,_5,0,1,C,8.9282,-1
22733,_6,0,1,C,8.0622,-0.5
22733,_7,0,4,N,7.1962,-1
22733,_8,0,2,O,6.3301,-2.5
22733,_9,0,1,C,9.7942,-0.5
22733,_10,0,1,C,10.6603,-1
22733,_11,0,5,S,8.0622,0.5
22733,_12,0,1,C,8.9282,1
22733,_13,0,1,C,9.7942,0.5
22733,_14,0,1,C,10.6603,1
22733,_15,0,1,C,10.6603,2
22733,_16,0,1,C,9.7942,2.5
22733,_17,0,4,N,8.9282,2
22733,_18,0,1,C,6.3301,-0.5
22733,_19,0,2,O,5.4641,-1
22733,_20,0,1,C,4.5981,-0.5
22733,_21,0,1,C,3.7321,-1
22733,_22,0,1,C,3.7321,-2
22733,_23,0,1,C,2.866,-2.5
22733,_24,0,1,C,2,-2
22733,_25,0,1,C,2,-1
22733,_26,0,1,C,2.866,-0.5
7582,_1,0,1,C,4.5981,0.25
7582,_2,0,1,C,3.7321,-0.25
7582,_3,0,1,C,5.4641,-0.25
7582,_4,0,1,C,4.5981,1.25
7582,_5,0,1,C,2.866,0.25
7582,_6,0,4,N,3.7321,-1.25
7582,_7,0,1,C,6.3301,0.25
7582,_8,0,2,O,2,-0.25
7582,_9,0,2,O,2.866,1.25
7582,_10,0,2,O,7.1962,-0.25
7582,_11,0,2,O,6.3301,1.25
1431,_1,0,1,C,2.866,1.5
1431,_2,0,4,N,2.866,0.5
1431,_3,0,1,C,2,0
1431,_4,0,1,C,3.7321,0
1431,_5,0,5,S,2,-1
1431,_6,0,5,S,3.7321,-1
1431,_7,0,1,C,2.866,-1.5
107,_1,0,5,S,2.866,0
107,_2,0,1,C,3.7321,0.5
107,_3,0,2,O,2,-0.5
107,_4,0,2,O,3.366,-0.866
107,_5,0,2,O,2.366,0.866
107,_6,0,2,O,4.5981,0
21840,_1,0,1,C,2.866,-0.25
21840,_2,0,4,N,2,0.25
21840,_3,0,1,C,2.866,-1.25
21840,_4,1,4,N,3.7321,0.25
21840,_5,0,1,C,4.5981,-0.25
21840,_6,-1,2,O,3.7321,1.25
21840,_7,0,7,Cl,6.5981,0
53,_1,0,1,C,3.7321,0.25
53,_2,0,1,C,2.866,-0.25
53,_3,0,1,C,4.5981,-0.25
53,_4,0,2,O,3.7321,1.25
53,_5,0,10,Br,2,-0.75
53,_6,0,1,C,3.366,-1.116
53,_7,0,1,C,2.366,0.616
53,_8,0,10,Br,5.4641,0.25
53,_9,0,10,Br,4.5981,-1.25
28180,_1,0,1,C,5.3884,-0.5684
28180,_2,0,1,C,6.1974,0.0194
28180,_3,0,4,N,7.0064,-0.5684
28180,_4,0,2,O,6.6974,-1.5194
28180,_5,0,4,N,5.6974,-1.5194
28180,_6,0,2,O,7.0635,1.5194
28180,_7,0,2,O,5.3314,1.5194
28180,_8,0,1,C,4.4373,-0.2593
28180,_9,0,1,C,3.6942,-0.9285
28180,_10,0,1,C,2.7431,-0.6194
28180,_11,0,4,N,2,-1.2886
28180,_12,0,1,C,6.1974,1.0194
24421,_1,0,1,C,2,0
24421,_2,0,1,C,2.866,0.5
