Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.29.201,10.32.0.205,(empty),(empty),1164,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.19.140,10.32.0.204,(empty),(empty),1291,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.20.39,10.32.0.206,(empty),(empty),1228,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.29.200,10.32.0.205,(empty),(empty),1167,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.39.84,10.32.0.206,(empty),(empty),1246,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.31,10.32.1.204,(empty),(empty),1220,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.27.109,10.32.1.201,(empty),(empty),1289,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.27.59,10.32.1.203,(empty),(empty),1284,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.5.221,10.32.0.206,(empty),(empty),1226,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.46.167,10.32.0.209,(empty),(empty),1169,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.24.37,10.32.1.203,(empty),(empty),1236,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.30,10.32.1.202,(empty),(empty),1222,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.226,10.32.0.209,(empty),(empty),1221,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.144,10.32.1.206,(empty),(empty),1223,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.80,10.32.0.206,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.149,10.32.0.206,(empty),(empty),1224,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.49,10.32.0.206,(empty),(empty),1264,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.221,10.32.0.201,(empty),(empty),1225,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.7.11,10.32.1.204,(empty),(empty),1217,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.12.199,10.32.1.201,(empty),(empty),1190,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.36.161,10.32.1.202,(empty),(empty),1216,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.11,10.32.1.206,(empty),(empty),1223,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.24.36,10.32.1.203,(empty),(empty),1234,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.27.224,10.32.1.204,(empty),(empty),1285,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.18,10.32.0.206,(empty),(empty),1212,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.36.80,10.32.1.202,(empty),(empty),1219,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.37.166,10.32.1.204,(empty),(empty),1242,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.27.108,10.32.0.201,(empty),(empty),1286,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.43.17,10.32.0.201,(empty),(empty),1218,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.24.31,10.32.0.206,(empty),(empty),1235,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.24.38,10.32.1.202,(empty),(empty),1233,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.61,10.32.0.201,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.41.69,10.32.0.201,(empty),(empty),1257,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.42.217,10.32.1.202,(empty),(empty),1242,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.47.160,10.32.0.202,(empty),(empty),1193,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.47.144,10.32.0.209,(empty),(empty),1189,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.15,10.32.0.209,(empty),(empty),1213,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.18.91,10.32.1.206,(empty),(empty),1214,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.24.174,10.32.0.205,(empty),(empty),1240,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.35.31,10.32.1.202,(empty),(empty),1211,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.6.246,10.32.1.202,(empty),(empty),1268,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.47.37,10.32.1.201,(empty),(empty),1190,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.29.112,10.32.1.206,(empty),(empty),1168,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.33.153,10.32.1.201,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.34.131,10.32.1.202,(empty),(empty),1232,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.36.88,10.32.0.205,(empty),(empty),1217,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.29.27,10.32.0.209,(empty),(empty),1165,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.20,10.32.1.206,(empty),(empty),1265,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.7.154,10.32.1.204,(empty),(empty),1213,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.36.162,10.32.1.202,(empty),(empty),1220,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.32.89,10.32.0.209,(empty),(empty),1215,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.45.43,10.32.1.202,(empty),(empty),1191,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.27.227,10.32.0.205,(empty),(empty),1287,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.25.42,10.32.1.203,(empty),(empty),1167,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.217,10.32.1.202,(empty),(empty),1242,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.24.33,10.32.1.206,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.41.245,10.32.1.201,(empty),(empty),1254,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.9.217,10.32.1.203,(empty),(empty),1203,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.17.109,10.32.0.201,(empty),(empty),1255,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.140,10.32.0.202,(empty),(empty),1226,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.17.100,10.32.1.204,(empty),(empty),1252,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.32.89,10.32.0.209,(empty),(empty),1215,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.32.171,10.32.1.202,(empty),(empty),1217,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.20.225,10.32.0.201,(empty),(empty),1229,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.39.87,10.32.0.202,(empty),(empty),1247,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.178,10.32.0.209,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.46.247,10.32.0.205,(empty),(empty),1167,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.32.177,10.32.0.206,(empty),(empty),1216,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.17.198,10.32.0.209,(empty),(empty),1257,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.17.104,10.32.0.206,(empty),(empty),1256,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.37.42,10.32.1.203,(empty),(empty),1243,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.17.211,10.32.0.205,(empty),(empty),1258,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.140,10.32.1.204,(empty),(empty),1224,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.5.145,10.32.0.209,(empty),(empty),1227,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.23.59,10.32.1.206,(empty),(empty),1212,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.27.106,10.32.1.203,(empty),(empty),1290,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.29.24,10.32.0.204,(empty),(empty),1169,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.41.121,10.32.0.209,(empty),(empty),1258,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.47.143,10.32.0.204,(empty),(empty),1194,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.17.199,10.32.1.201,(empty),(empty),1259,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.41.6,10.32.1.201,(empty),(empty),1256,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.17.106,10.32.1.201,(empty),(empty),1253,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.47.167,10.32.1.204,(empty),(empty),1191,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.28.65,10.32.1.203,(empty),(empty),1250,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.6.24,10.32.1.203,(empty),(empty),1269,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.46.167,10.32.0.209,(empty),(empty),1169,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.32.171,10.32.1.202,(empty),(empty),1217,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.22,10.32.1.206,(empty),(empty),1266,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.42.178,10.32.1.204,(empty),(empty),1243,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.145,10.32.0.209,(empty),(empty),1227,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.17.217,10.32.1.201,(empty),(empty),1254,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.138,10.32.0.201,(empty),(empty),1208,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.29.4,10.32.0.205,(empty),(empty),1166,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.212,10.32.0.201,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.37.108,10.32.0.209,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.27.223,10.32.0.206,(empty),(empty),1288,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.37.47,10.32.0.205,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.228,10.32.0.209,(empty),(empty),1227,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.32.177,10.32.0.206,(empty),(empty),1216,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Teardown,ASA-6-302014,TCP,172.23.36.140,10.32.1.202,(empty),(empty),1218,80,http,outbound,0,1
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.36.61,10.32.1.201,(empty),(empty),1221,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.36.63,10.32.1.206,(empty),(empty),1222,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.46.160,10.32.0.205,(empty),(empty),1170,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.0.206,(empty),(empty),1144,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.32.170,10.32.0.206,(empty),(empty),1218,80,http,outbound,1,0
05/Apr/2012 18:22:31,Info,Built,ASA-6-302013,TCP,172.23.20.220,10.32.0.205,(empty),(empty),1230,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.35.31,10.32.1.202,(empty),(empty),1211,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.27.55,10.32.0.202,(empty),(empty),1291,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.9.70,10.32.1.203,(empty),(empty),1207,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.46.96,10.32.1.201,(empty),(empty),1166,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.37.104,10.32.0.202,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.35.39,10.32.0.204,(empty),(empty),1212,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.39.19,10.32.0.205,(empty),(empty),1245,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.32.170,10.32.0.206,(empty),(empty),1218,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.35.143,10.32.0.204,(empty),(empty),1209,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.6.47,10.32.1.206,(empty),(empty),1270,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.6.40,10.32.1.202,(empty),(empty),1267,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.37.160,10.32.0.201,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.43.255,10.32.1.203,(empty),(empty),1215,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.39.13,10.32.0.209,(empty),(empty),1248,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.5.220,10.32.0.202,(empty),(empty),1228,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.46.91,10.32.0.205,(empty),(empty),1171,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.43.157,10.32.1.204,(empty),(empty),1214,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.24.150,10.32.0.202,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.5.149,10.32.0.209,(empty),(empty),1229,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.12.202,10.32.1.202,(empty),(empty),1187,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.47.36,10.32.1.204,(empty),(empty),1192,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.24.178,10.32.1.204,(empty),(empty),1241,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.37.163,10.32.1.203,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.5.147,10.32.1.201,(empty),(empty),1230,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.24.82,10.32.1.204,(empty),(empty),1242,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.29.206,10.32.0.201,(empty),(empty),1170,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.33.170,10.32.0.204,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.24.89,10.32.1.204,(empty),(empty),1243,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.29.200,10.32.0.205,(empty),(empty),1167,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.33.79,10.32.0.201,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.24.174,10.32.0.205,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.47.38,10.32.1.202,(empty),(empty),1195,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.46.249,10.32.0.201,(empty),(empty),1172,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.27.109,10.32.1.201,(empty),(empty),1289,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.6.24,10.32.1.203,(empty),(empty),1269,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.41.63,10.32.0.201,(empty),(empty),1259,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.39.84,10.32.0.206,(empty),(empty),1246,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.28.63,10.32.0.202,(empty),(empty),1251,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.35.137,10.32.0.209,(empty),(empty),1213,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.37.101,10.32.0.204,(empty),(empty),1245,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.33.70,10.32.1.201,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.37.166,10.32.1.204,(empty),(empty),1242,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.29.112,10.32.1.206,(empty),(empty),1168,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.29.93,10.32.1.204,(empty),(empty),1171,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.35.79,10.32.0.205,(empty),(empty),1214,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.35.32,10.32.0.209,(empty),(empty),1215,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.39.87,10.32.0.202,(empty),(empty),1247,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.24.32,10.32.1.202,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.43.159,10.32.1.202,(empty),(empty),1216,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.43.158,10.32.1.202,(empty),(empty),1219,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.46.241,10.32.1.201,(empty),(empty),1173,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.41.121,10.32.0.209,(empty),(empty),1258,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.41.249,10.32.1.202,(empty),(empty),1260,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.28.97,10.32.0.209,(empty),(empty),1252,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.24.80,10.32.1.201,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.39.18,10.32.1.203,(empty),(empty),1249,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.41.248,10.32.1.201,(empty),(empty),1261,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.45.44,10.32.0.206,(empty),(empty),1192,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.29.24,10.32.0.204,(empty),(empty),1169,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.29.111,10.32.1.201,(empty),(empty),1172,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.18.247,10.32.1.204,(empty),(empty),1217,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.41.66,10.32.1.206,(empty),(empty),1262,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.6.47,10.32.1.206,(empty),(empty),1270,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.29.111,10.32.1.201,(empty),(empty),1172,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.0.132,10.32.0.206,(empty),(empty),1139,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.35.77,10.32.0.204,(empty),(empty),1210,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.29.93,10.32.1.204,(empty),(empty),1171,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.45.41,10.32.1.201,(empty),(empty),1188,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.45.179,10.32.0.202,(empty),(empty),1187,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.42.172,10.32.0.202,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.42.218,10.32.1.203,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.0.26,10.32.0.201,(empty),(empty),1204,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.37.42,10.32.1.203,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.6.249,10.32.1.202,(empty),(empty),1271,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.6.29,10.32.1.206,(empty),(empty),1272,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.39.85,10.32.0.202,(empty),(empty),1250,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.35.39,10.32.0.204,(empty),(empty),1212,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Built,ASA-6-302013,TCP,172.23.24.86,10.32.1.206,(empty),(empty),1245,80,http,outbound,1,0
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.46.160,10.32.0.205,(empty),(empty),1170,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.7.88,10.32.1.202,(empty),(empty),1215,80,http,outbound,0,1
05/Apr/2012 18:22:32,Info,Teardown,ASA-6-302014,TCP,172.23.7.18,10.32.1.206,(empty),(empty),1214,80,http,outbound,0,1
